Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
366; python ga.py 10 256N_graph10.dat 0.075 0.03 0.5 0.5 0.5 201 256N_graph10laxgen1rem50_ 171366
/project/6008788/js17sy/reopenga/256a/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 165.800
gen >0, new best = 161.500
gen >0, new best = 161.000
gen: 0 best: 161.0 mean: 175.23930348258708
gen >1, new best = 155.800
gen: 1 best: 155.8 mean: 174.8542288557214
gen: 2 best: 155.8 mean: 174.0592039800995
gen: 3 best: 155.8 mean: 174.65572139303484
gen >4, new best = 151.900
gen: 4 best: 151.9 mean: 174.00646766169154
gen: 5 best: 151.9 mean: 172.76019900497514
gen: 6 best: 151.9 mean: 173.40646766169155
gen: 7 best: 151.9 mean: 172.73930348258708
gen: 8 best: 151.9 mean: 172.28905472636816
gen >9, new best = 150.500
gen: 9 best: 150.5 mean: 171.6363184079602
gen: 10 best: 150.5 mean: 170.35273631840795
gen >11, new best = 149.700
gen: 11 best: 149.7 mean: 170.20298507462687
gen: 12 best: 149.7 mean: 169.5099502487562
gen: 13 best: 149.7 mean: 169.15820895522387
gen: 14 best: 149.7 mean: 168.74029850746268
gen: 15 best: 149.7 mean: 168.10398009950248
gen: 16 best: 149.7 mean: 167.64328358208957
gen: 17 best: 149.7 mean: 167.12089552238805
gen >18, new best = 147.800
gen: 18 best: 147.8 mean: 167.09950248756218
gen >19, new best = 144.900
gen: 19 best: 144.9 mean: 166.3781094527363
gen: 20 best: 144.9 mean: 166.32189054726368
gen: 21 best: 144.9 mean: 165.51990049751242
gen: 22 best: 144.9 mean: 164.1457711442786
gen: 23 best: 144.9 mean: 164.53731343283582
