Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
2; python ga.py 10 256N_graph10.dat 0.025 0.01 0.5 0.5 0.5 201 256N_graph10strictgen1rem50_ 57122
/project/6008788/js17sy/reopenga/256a/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 157.000
gen >0, new best = 155.300
gen >0, new best = 141.300
gen >0, new best = 135.000
gen >0, new best = 131.200
gen >0, new best = 123.600
gen: 0 best: 123.6 mean: 153.536815920398
gen >1, new best = 114.000
gen: 1 best: 114.0 mean: 152.74776119402986
gen: 2 best: 114.0 mean: 151.48407960199006
gen: 3 best: 114.0 mean: 151.5084577114428
gen: 4 best: 114.0 mean: 151.5134328358209
gen: 5 best: 114.0 mean: 152.22537313432835
gen: 6 best: 114.0 mean: 152.93731343283582
gen: 7 best: 114.0 mean: 150.52885572139303
gen: 8 best: 114.0 mean: 151.5174129353234
gen >9, new best = 96.100
gen: 9 best: 96.1 mean: 150.6089552238806
gen: 10 best: 96.1 mean: 150.3462686567164
gen: 11 best: 96.1 mean: 148.7910447761194
gen: 12 best: 96.1 mean: 148.95074626865673
gen: 13 best: 96.1 mean: 147.8965174129353
gen: 14 best: 96.1 mean: 148.89353233830846
gen: 15 best: 96.1 mean: 148.98358208955224
gen: 16 best: 96.1 mean: 148.7721393034826
gen: 17 best: 96.1 mean: 149.82537313432834
gen: 18 best: 96.1 mean: 148.38606965174128
gen: 19 best: 96.1 mean: 148.77462686567165
gen: 20 best: 96.1 mean: 147.74328358208956
gen: 21 best: 96.1 mean: 146.66218905472635
gen: 22 best: 96.1 mean: 147.25721393034826
gen: 23 best: 96.1 mean: 148.28855721393035
gen: 24 best: 96.1 mean: 147.14776119402984
gen: 25 best: 96.1 mean: 147.792039800995
gen: 26 best: 96.1 mean: 147.49054726368158
gen: 27 best: 96.1 mean: 146.54626865671642
gen: 28 best: 96.1 mean: 145.46666666666667
gen: 29 best: 96.1 mean: 146.65771144278608
gen: 30 best: 96.1 mean: 146.56218905472636
gen: 31 best: 96.1 mean: 145.1766169154229
gen: 32 best: 96.1 mean: 145.14776119402984
gen >33, new best = 87.900
gen: 33 best: 87.9 mean: 145.6721393034826
gen: 34 best: 87.9 mean: 144.5313432835821
gen: 35 best: 87.9 mean: 144.4412935323383
gen: 36 best: 87.9 mean: 145.21691542288556
gen: 37 best: 87.9 mean: 145.1099502487562
gen: 38 best: 87.9 mean: 145.82388059701492
gen: 39 best: 87.9 mean: 144.64378109452736
gen: 40 best: 87.9 mean: 144.65621890547263
gen: 41 best: 87.9 mean: 145.75721393034826
gen: 42 best: 87.9 mean: 145.19303482587065
gen: 43 best: 87.9 mean: 144.1820895522388
gen: 44 best: 87.9 mean: 142.83532338308459
gen: 45 best: 87.9 mean: 142.78308457711444
gen: 46 best: 87.9 mean: 141.8139303482587
gen: 47 best: 87.9 mean: 143.33482587064677
gen: 48 best: 87.9 mean: 141.56517412935324
gen: 49 best: 87.9 mean: 143.30746268656716
gen: 50 best: 87.9 mean: 141.52636815920397
gen: 51 best: 87.9 mean: 139.99701492537312
gen: 52 best: 87.9 mean: 141.6417910447761
gen: 53 best: 87.9 mean: 141.77412935323383
gen >54, new best = 73.100
gen: 54 best: 73.1 mean: 142.0721393034826
gen >55, new best = 65.500
gen: 55 best: 65.5 mean: 141.11044776119402
gen: 56 best: 65.5 mean: 140.52437810945273
gen: 57 best: 65.5 mean: 141.52935323383085
gen: 58 best: 65.5 mean: 140.46666666666667
gen: 59 best: 65.5 mean: 140.35024875621892
gen: 60 best: 65.5 mean: 138.62039800995024
gen: 61 best: 65.5 mean: 141.20597014925374
gen: 62 best: 65.5 mean: 140.06218905472636
gen: 63 best: 65.5 mean: 140.03731343283582
gen: 64 best: 65.5 mean: 139.00497512437812
gen: 65 best: 65.5 mean: 136.96616915422885
gen: 66 best: 65.5 mean: 137.2810945273632
gen: 67 best: 65.5 mean: 139.6363184079602
gen: 68 best: 65.5 mean: 140.0731343283582
gen: 69 best: 65.5 mean: 135.7417910447761
gen: 70 best: 65.5 mean: 137.49303482587064
gen: 71 best: 65.5 mean: 136.45373134328358
gen >72, new best = 56.500
gen: 72 best: 56.5 mean: 137.10597014925372
gen: 73 best: 56.5 mean: 133.07860696517412
gen: 74 best: 56.5 mean: 138.25273631840795
gen: 75 best: 56.5 mean: 135.30348258706468
gen: 76 best: 56.5 mean: 134.09850746268657
gen: 77 best: 56.5 mean: 133.99651741293533
gen: 78 best: 56.5 mean: 134.7636815920398
gen: 79 best: 56.5 mean: 134.03880597014924
gen: 80 best: 56.5 mean: 137.126368159204
gen: 81 best: 56.5 mean: 131.02388059701494
gen: 82 best: 56.5 mean: 132.9084577114428
gen: 83 best: 56.5 mean: 134.90597014925373
gen: 84 best: 56.5 mean: 133.92885572139303
gen >85, new best = 55.700
gen: 85 best: 55.7 mean: 132.6174129353234
gen: 86 best: 55.7 mean: 132.14875621890548
gen: 87 best: 55.7 mean: 134.4781094527363
gen: 88 best: 55.7 mean: 134.44427860696518
gen: 89 best: 55.7 mean: 130.99800995024876
gen: 90 best: 55.7 mean: 131.85024875621892
gen: 91 best: 55.7 mean: 133.82835820895522
gen: 92 best: 55.7 mean: 131.11243781094527
gen: 93 best: 55.7 mean: 133.35572139303483
gen: 94 best: 55.7 mean: 135.21641791044777
gen: 95 best: 55.7 mean: 134.02587064676618
gen: 96 best: 55.7 mean: 131.70995024875623
gen: 97 best: 55.7 mean: 132.5318407960199
gen >98, new best = 51.600
gen: 98 best: 51.6 mean: 130.19452736318408
gen: 99 best: 51.6 mean: 129.02437810945273
[7, 5, 14, 12, 12, 14, 5, 14, 6, 12, 12, 10, 5, 5, 5, 16, 5, 5, 8, 5, 10]
Test count of edges: 812
cat
