Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
399; python ga.py 18 1024N_graph18.dat 0.075 0.03 0.5 0.7 0.3 201 1024N_graph18laxgen2rem50_ 257049
/project/6008788/js17sy/reopenga/1024a/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 670.700
gen >0, new best = 665.900
gen >0, new best = 652.200
gen >0, new best = 649.200
gen >0, new best = 611.700
gen >0, new best = 604.000
gen: 0 best: 604.0 mean: 669.8952736318408
gen >1, new best = 594.500
gen: 1 best: 594.5 mean: 667.4860696517413
gen >2, new best = 588.800
gen: 2 best: 588.8 mean: 667.2407960199005
gen: 3 best: 588.8 mean: 665.8626865671641
gen: 4 best: 588.8 mean: 665.2671641791045
gen >5, new best = 582.500
gen: 5 best: 582.5 mean: 664.1925373134328
gen >6, new best = 578.500
gen: 6 best: 578.5 mean: 664.1174129353234
gen: 7 best: 578.5 mean: 662.6383084577114
gen >8, new best = 575.700
gen: 8 best: 575.7 mean: 661.1084577114428
gen: 9 best: 575.7 mean: 661.2990049751244
gen: 10 best: 575.7 mean: 659.0452736318408
gen: 11 best: 575.7 mean: 657.644776119403
gen: 12 best: 575.7 mean: 659.4218905472637
gen: 13 best: 575.7 mean: 658.5771144278607
gen: 14 best: 575.7 mean: 656.3776119402985
gen: 15 best: 575.7 mean: 655.2233830845771
gen: 16 best: 575.7 mean: 656.0840796019901
gen: 17 best: 575.7 mean: 655.0820895522388
gen: 18 best: 575.7 mean: 653.2069651741293
gen: 19 best: 575.7 mean: 654.9189054726368
gen: 20 best: 575.7 mean: 652.9338308457711
gen: 21 best: 575.7 mean: 652.5666666666667
gen: 22 best: 575.7 mean: 651.528855721393
gen: 23 best: 575.7 mean: 650.6741293532339
gen: 24 best: 575.7 mean: 650.4517412935323
gen: 25 best: 575.7 mean: 649.4761194029851
gen: 26 best: 575.7 mean: 649.9278606965174
gen: 27 best: 575.7 mean: 649.1119402985074
gen: 28 best: 575.7 mean: 648.2084577114427
gen: 29 best: 575.7 mean: 648.7019900497512
gen: 30 best: 575.7 mean: 646.6651741293532
gen >31, new best = 566.100
gen: 31 best: 566.1 mean: 647.1124378109453
gen: 32 best: 566.1 mean: 646.7980099502488
gen: 33 best: 566.1 mean: 646.3532338308457
gen >34, new best = 563.200
gen: 34 best: 563.2 mean: 643.9223880597015
gen: 35 best: 563.2 mean: 643.6721393034826
gen: 36 best: 563.2 mean: 643.0338308457711
gen: 37 best: 563.2 mean: 642.6457711442786
gen: 38 best: 563.2 mean: 643.7910447761194
gen: 39 best: 563.2 mean: 643.0537313432836
gen: 40 best: 563.2 mean: 642.4467661691542
gen: 41 best: 563.2 mean: 640.2303482587065
gen: 42 best: 563.2 mean: 641.4955223880597
gen: 43 best: 563.2 mean: 641.2208955223881
gen: 44 best: 563.2 mean: 641.6616915422885
gen: 45 best: 563.2 mean: 641.718407960199
gen: 46 best: 563.2 mean: 639.8004975124378
gen: 47 best: 563.2 mean: 639.5761194029851
gen: 48 best: 563.2 mean: 638.8666666666667
gen: 49 best: 563.2 mean: 638.4303482587064
gen: 50 best: 563.2 mean: 637.5164179104478
gen: 51 best: 563.2 mean: 635.9582089552239
gen: 52 best: 563.2 mean: 636.9621890547264
gen: 53 best: 563.2 mean: 636.0616915422886
gen: 54 best: 563.2 mean: 636.2616915422885
gen: 55 best: 563.2 mean: 635.4407960199005
gen: 56 best: 563.2 mean: 636.3358208955224
gen: 57 best: 563.2 mean: 634.292039800995
gen: 58 best: 563.2 mean: 633.1248756218905
gen: 59 best: 563.2 mean: 633.4701492537314
gen: 60 best: 563.2 mean: 633.6651741293532
gen >61, new best = 562.700
gen: 61 best: 562.7 mean: 632.407960199005
gen >62, new best = 557.600
gen: 62 best: 557.6 mean: 631.363184079602
gen: 63 best: 557.6 mean: 630.9810945273632
gen >64, new best = 550.200
gen: 64 best: 550.2 mean: 632.1990049751244
gen >65, new best = 548.900
gen: 65 best: 548.9 mean: 631.892039800995
gen: 66 best: 548.9 mean: 632.2547263681593
gen: 67 best: 548.9 mean: 630.9746268656717
gen: 68 best: 548.9 mean: 631.3303482587065
gen: 69 best: 548.9 mean: 629.7402985074627
gen: 70 best: 548.9 mean: 630.7875621890547
gen: 71 best: 548.9 mean: 629.2641791044776
gen: 72 best: 548.9 mean: 629.9363184079602
gen: 73 best: 548.9 mean: 627.1696517412935
gen: 74 best: 548.9 mean: 629.2786069651742
gen: 75 best: 548.9 mean: 629.1268656716418
gen: 76 best: 548.9 mean: 628.7850746268657
gen: 77 best: 548.9 mean: 630.0004975124378
gen: 78 best: 548.9 mean: 627.9278606965174
gen: 79 best: 548.9 mean: 629.3283582089553
gen: 80 best: 548.9 mean: 627.2
gen: 81 best: 548.9 mean: 625.9910447761195
gen >82, new best = 547.800
gen: 82 best: 547.8 mean: 625.5089552238805
gen: 83 best: 547.8 mean: 624.8353233830845
gen: 84 best: 547.8 mean: 625.4144278606965
gen: 85 best: 547.8 mean: 625.7437810945273
gen: 86 best: 547.8 mean: 623.4731343283582
gen: 87 best: 547.8 mean: 625.9194029850746
gen: 88 best: 547.8 mean: 622.9069651741294
gen: 89 best: 547.8 mean: 624.0432835820895
gen: 90 best: 547.8 mean: 623.360696517413
gen: 91 best: 547.8 mean: 623.7194029850747
gen: 92 best: 547.8 mean: 622.5034825870647
gen >93, new best = 545.200
gen: 93 best: 545.2 mean: 622.1009950248756
gen: 94 best: 545.2 mean: 623.3149253731343
gen: 95 best: 545.2 mean: 622.0746268656717
gen: 96 best: 545.2 mean: 621.202487562189
gen: 97 best: 545.2 mean: 620.5014925373134
gen >98, new best = 544.700
gen: 98 best: 544.7 mean: 621.3079601990049
gen: 99 best: 544.7 mean: 619.5995024875622
[8, 9, 9, 8, 8, 8, 8, 10, 9, 8, 8, 10, 9, 8, 9, 8, 9, 8, 9, 7, 9, 8, 9, 8, 12, 8, 8, 11, 8, 9, 9, 8, 9, 9, 9, 8, 11, 11, 9, 9, 8, 9, 8, 10, 9, 8, 9, 8]
Test count of edges: 3146
cat
