Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
599; python ga.py 3 512N_graph3.dat 0.1 0.04 0.5 0.7 0.3 201 512N_graph3leerygen2rem50_ 828269
/project/6008788/js17sy/reopenga/512a/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 358.800
gen >0, new best = 344.700
gen >0, new best = 342.200
gen >0, new best = 341.800
gen >0, new best = 323.000
gen: 0 best: 323.0 mean: 358.8940298507463
gen: 1 best: 323.0 mean: 359.12039800995024
gen >2, new best = 312.300
gen: 2 best: 312.3 mean: 357.4502487562189
gen: 3 best: 312.3 mean: 357.0507462686567
gen: 4 best: 312.3 mean: 356.4955223880597
gen >5, new best = 311.700
gen: 5 best: 311.7 mean: 356.4890547263682
gen: 6 best: 311.7 mean: 355.93482587064676
gen >7, new best = 311.000
gen: 7 best: 311.0 mean: 354.9537313432836
gen: 8 best: 311.0 mean: 354.5587064676617
gen: 9 best: 311.0 mean: 353.5970149253731
gen >10, new best = 309.200
gen: 10 best: 309.2 mean: 353.9407960199005
gen: 11 best: 309.2 mean: 353.4766169154229
gen: 12 best: 309.2 mean: 352.51741293532336
gen: 13 best: 309.2 mean: 353.32935323383083
gen: 14 best: 309.2 mean: 352.636815920398
gen: 15 best: 309.2 mean: 352.5855721393035
gen: 16 best: 309.2 mean: 351.37810945273634
gen: 17 best: 309.2 mean: 351.6671641791045
gen: 18 best: 309.2 mean: 350.46965174129355
gen: 19 best: 309.2 mean: 351.5955223880597
gen: 20 best: 309.2 mean: 349.2676616915423
gen >21, new best = 307.100
gen: 21 best: 307.1 mean: 349.9303482587065
gen: 22 best: 307.1 mean: 349.30149253731344
gen: 23 best: 307.1 mean: 349.4323383084577
gen: 24 best: 307.1 mean: 348.48855721393033
gen: 25 best: 307.1 mean: 349.018407960199
gen: 26 best: 307.1 mean: 347.8114427860697
gen: 27 best: 307.1 mean: 347.89452736318407
gen: 28 best: 307.1 mean: 347.4766169154229
gen: 29 best: 307.1 mean: 347.4407960199005
gen >30, new best = 306.900
gen: 30 best: 306.9 mean: 346.7174129353234
gen: 31 best: 306.9 mean: 345.77611940298505
gen >32, new best = 305.200
gen >32, new best = 301.600
gen: 32 best: 301.6 mean: 345.9960199004975
gen: 33 best: 301.6 mean: 346.29353233830847
gen: 34 best: 301.6 mean: 345.62139303482587
gen: 35 best: 301.6 mean: 344.8373134328358
gen >36, new best = 301.100
gen: 36 best: 301.1 mean: 344.9467661691542
gen: 37 best: 301.1 mean: 344.9179104477612
gen: 38 best: 301.1 mean: 344.6910447761194
gen >39, new best = 300.600
gen: 39 best: 300.6 mean: 344.69303482587065
gen: 40 best: 300.6 mean: 345.3915422885572
gen: 41 best: 300.6 mean: 344.1980099502488
gen: 42 best: 300.6 mean: 343.51592039800994
gen >43, new best = 296.800
gen: 43 best: 296.8 mean: 343.97014925373134
gen: 44 best: 296.8 mean: 343.7402985074627
gen: 45 best: 296.8 mean: 342.7915422885572
gen: 46 best: 296.8 mean: 342.59850746268654
gen: 47 best: 296.8 mean: 343.1781094527363
gen: 48 best: 296.8 mean: 342.9522388059701
gen: 49 best: 296.8 mean: 342.6587064676617
gen: 50 best: 296.8 mean: 342.5810945273632
gen: 51 best: 296.8 mean: 343.35671641791043
gen: 52 best: 296.8 mean: 342.1960199004975
gen: 53 best: 296.8 mean: 341.56517412935324
gen >54, new best = 296.000
gen: 54 best: 296.0 mean: 341.6940298507463
gen: 55 best: 296.0 mean: 342.55273631840794
gen: 56 best: 296.0 mean: 342.01144278606967
gen >57, new best = 295.600
gen: 57 best: 295.6 mean: 342.0402985074627
gen: 58 best: 295.6 mean: 340.50298507462685
gen: 59 best: 295.6 mean: 340.69154228855723
gen: 60 best: 295.6 mean: 341.15273631840796
gen: 61 best: 295.6 mean: 341.0039800995025
gen: 62 best: 295.6 mean: 340.463184079602
gen: 63 best: 295.6 mean: 339.89253731343285
gen: 64 best: 295.6 mean: 340.13432835820896
gen >65, new best = 294.200
gen: 65 best: 294.2 mean: 339.5044776119403
gen: 66 best: 294.2 mean: 339.1442786069652
gen: 67 best: 294.2 mean: 338.97462686567167
gen: 68 best: 294.2 mean: 338.97562189054725
gen: 69 best: 294.2 mean: 337.9960199004975
gen: 70 best: 294.2 mean: 338.1323383084577
gen: 71 best: 294.2 mean: 338.4378109452736
gen: 72 best: 294.2 mean: 338.2054726368159
gen: 73 best: 294.2 mean: 338.752736318408
gen: 74 best: 294.2 mean: 338.02487562189054
gen >75, new best = 289.100
gen: 75 best: 289.1 mean: 337.83233830845774
gen: 76 best: 289.1 mean: 338.0865671641791
gen: 77 best: 289.1 mean: 338.4134328358209
gen: 78 best: 289.1 mean: 337.9562189054726
gen: 79 best: 289.1 mean: 337.2139303482587
gen: 80 best: 289.1 mean: 337.71094527363186
gen: 81 best: 289.1 mean: 338.0970149253731
gen: 82 best: 289.1 mean: 338.79004975124377
gen: 83 best: 289.1 mean: 337.2587064676617
gen: 84 best: 289.1 mean: 337.4890547263682
gen: 85 best: 289.1 mean: 337.83233830845774
gen: 86 best: 289.1 mean: 337.3661691542288
gen: 87 best: 289.1 mean: 337.90746268656716
gen: 88 best: 289.1 mean: 337.73333333333335
gen: 89 best: 289.1 mean: 336.56119402985075
gen: 90 best: 289.1 mean: 337.2641791044776
gen: 91 best: 289.1 mean: 336.6577114427861
gen: 92 best: 289.1 mean: 337.4034825870647
gen: 93 best: 289.1 mean: 337.1850746268657
gen: 94 best: 289.1 mean: 336.80248756218907
gen: 95 best: 289.1 mean: 336.95671641791046
