Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
533; python ga.py 24 768N_graph24.dat 0.075 0.03 0.7 0.9 0.1 201 768N_graph24laxgen3rem70_ 656903
/project/6008788/js17sy/reopenga/768c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 516.100
gen >0, new best = 507.500
gen >0, new best = 476.500
gen >0, new best = 470.500
gen >0, new best = 461.400
gen >0, new best = 456.000
gen: 0 best: 456.0 mean: 498.5
gen >1, new best = 443.400
gen: 1 best: 443.4 mean: 497.34328358208955
gen: 2 best: 443.4 mean: 492.15124378109454
gen: 3 best: 443.4 mean: 488.11592039800996
gen: 4 best: 443.4 mean: 485.0900497512438
gen >5, new best = 442.900
gen: 5 best: 442.9 mean: 485.0805970149254
gen: 6 best: 442.9 mean: 482.3094527363184
gen >7, new best = 432.500
gen: 7 best: 432.5 mean: 480.7084577114428
gen >8, new best = 431.800
gen: 8 best: 431.8 mean: 478.59850746268654
gen >9, new best = 431.500
gen >9, new best = 420.500
gen: 9 best: 420.5 mean: 477.58358208955224
gen: 10 best: 420.5 mean: 474.3791044776119
gen: 11 best: 420.5 mean: 472.75771144278605
gen: 12 best: 420.5 mean: 469.5437810945274
gen: 13 best: 420.5 mean: 466.8825870646766
gen: 14 best: 420.5 mean: 466.64427860696514
gen: 15 best: 420.5 mean: 465.3791044776119
gen >16, new best = 419.500
gen >16, new best = 416.500
gen >16, new best = 415.400
gen: 16 best: 415.4 mean: 465.3716417910448
gen: 17 best: 415.4 mean: 461.99203980099503
gen >18, new best = 411.500
gen: 18 best: 411.5 mean: 460.91592039801
gen: 19 best: 411.5 mean: 459.9577114427861
gen >20, new best = 407.700
gen: 20 best: 407.7 mean: 460.0845771144279
gen >21, new best = 394.400
gen: 21 best: 394.4 mean: 457.55223880597015
gen: 22 best: 394.4 mean: 458.4029850746269
gen: 23 best: 394.4 mean: 456.089552238806
gen: 24 best: 394.4 mean: 453.9542288557214
gen: 25 best: 394.4 mean: 456.1119402985075
gen: 26 best: 394.4 mean: 453.16019900497514
gen: 27 best: 394.4 mean: 450.74776119402986
gen: 28 best: 394.4 mean: 450.1995024875622
gen: 29 best: 394.4 mean: 450.11990049751245
gen: 30 best: 394.4 mean: 448.80298507462686
gen: 31 best: 394.4 mean: 450.0258706467662
gen: 32 best: 394.4 mean: 448.3363184079602
gen: 33 best: 394.4 mean: 447.8676616915423
gen: 34 best: 394.4 mean: 448.2407960199005
gen: 35 best: 394.4 mean: 446.44029850746267
gen: 36 best: 394.4 mean: 445.9810945273632
gen >37, new best = 389.800
gen: 37 best: 389.8 mean: 444.26268656716417
gen: 38 best: 389.8 mean: 443.3592039800995
gen: 39 best: 389.8 mean: 440.20796019900496
gen: 40 best: 389.8 mean: 441.38407960199004
gen: 41 best: 389.8 mean: 441.0592039800995
gen: 42 best: 389.8 mean: 441.41840796019903
gen: 43 best: 389.8 mean: 440.59452736318406
gen: 44 best: 389.8 mean: 439.80149253731344
gen: 45 best: 389.8 mean: 436.5
gen: 46 best: 389.8 mean: 438.56716417910445
gen: 47 best: 389.8 mean: 437.09850746268654
gen: 48 best: 389.8 mean: 436.2776119402985
gen: 49 best: 389.8 mean: 435.5537313432836
gen: 50 best: 389.8 mean: 436.58706467661693
gen: 51 best: 389.8 mean: 435.336815920398
gen: 52 best: 389.8 mean: 435.1681592039801
gen: 53 best: 389.8 mean: 434.72935323383086
gen: 54 best: 389.8 mean: 434.3661691542288
gen: 55 best: 389.8 mean: 434.48955223880597
gen: 56 best: 389.8 mean: 434.21492537313435
gen: 57 best: 389.8 mean: 433.2905472636816
gen: 58 best: 389.8 mean: 432.66069651741293
gen: 59 best: 389.8 mean: 435.1358208955224
gen: 60 best: 389.8 mean: 431.43830845771146
gen: 61 best: 389.8 mean: 429.70995024875623
gen: 62 best: 389.8 mean: 430.3363184079602
gen: 63 best: 389.8 mean: 431.5915422885572
gen >64, new best = 389.500
gen: 64 best: 389.5 mean: 430.55721393034827
gen: 65 best: 389.5 mean: 430.2358208955224
gen: 66 best: 389.5 mean: 429.6283582089552
gen >67, new best = 385.900
gen: 67 best: 385.9 mean: 427.72388059701495
gen: 68 best: 385.9 mean: 428.84378109452734
gen: 69 best: 385.9 mean: 427.8771144278607
gen >70, new best = 385.400
gen: 70 best: 385.4 mean: 427.05024875621893
gen: 71 best: 385.4 mean: 428.4721393034826
gen: 72 best: 385.4 mean: 427.43930348258704
gen: 73 best: 385.4 mean: 428.3870646766169
gen: 74 best: 385.4 mean: 428.6671641791045
gen: 75 best: 385.4 mean: 426.8776119402985
gen >76, new best = 380.200
gen: 76 best: 380.2 mean: 426.41691542288555
gen: 77 best: 380.2 mean: 426.6323383084577
gen: 78 best: 380.2 mean: 426.91592039801
gen: 79 best: 380.2 mean: 427.10348258706466
gen: 80 best: 380.2 mean: 425.32338308457713
gen: 81 best: 380.2 mean: 426.67164179104475
gen: 82 best: 380.2 mean: 425.2452736318408
gen: 83 best: 380.2 mean: 426.6169154228856
gen: 84 best: 380.2 mean: 427.0094527363184
gen: 85 best: 380.2 mean: 425.57960199004975
gen: 86 best: 380.2 mean: 426.04278606965175
gen: 87 best: 380.2 mean: 426.9228855721393
gen: 88 best: 380.2 mean: 426.8273631840796
gen: 89 best: 380.2 mean: 426.0233830845771
gen: 90 best: 380.2 mean: 426.3019900497512
gen: 91 best: 380.2 mean: 425.3587064676617
gen: 92 best: 380.2 mean: 423.6273631840796
gen: 93 best: 380.2 mean: 425.4950248756219
gen: 94 best: 380.2 mean: 427.33233830845774
gen: 95 best: 380.2 mean: 424.3318407960199
gen: 96 best: 380.2 mean: 423.93134328358207
gen: 97 best: 380.2 mean: 424.7950248756219
gen: 98 best: 380.2 mean: 424.1900497512438
gen: 99 best: 380.2 mean: 422.1681592039801
[7, 7, 6, 7, 7, 7, 8, 8, 8, 7, 8, 8, 8, 5, 7, 7, 7, 7, 8, 7, 8, 7, 7, 7, 7, 7, 8, 7, 8, 7, 7, 9, 8, 7, 7, 6, 7, 8, 7, 6, 6, 8, 7, 7]
Test count of edges: 1417
cat
