Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
1; python ga.py 24 768N_graph24.dat 0.025 0.01 0.5 0.5 0.5 201 768N_graph24strictgen1rem50_ 28561
/project/6008788/js17sy/reopenga/768c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 458.500
gen >0, new best = 458.400
gen >0, new best = 452.400
gen >0, new best = 445.100
gen >0, new best = 442.900
gen: 0 best: 442.9 mean: 466.80845771144277
gen: 1 best: 442.9 mean: 464.1
gen >2, new best = 440.700
gen: 2 best: 440.7 mean: 464.0786069651741
gen: 3 best: 440.7 mean: 463.9850746268657
gen >4, new best = 432.700
gen: 4 best: 432.7 mean: 464.2467661691542
gen: 5 best: 432.7 mean: 463.26169154228853
gen: 6 best: 432.7 mean: 462.3373134328358
gen: 7 best: 432.7 mean: 462.46965174129355
gen: 8 best: 432.7 mean: 460.0497512437811
gen: 9 best: 432.7 mean: 458.934328358209
gen: 10 best: 432.7 mean: 459.2582089552239
gen: 11 best: 432.7 mean: 457.20597014925374
gen: 12 best: 432.7 mean: 458.4955223880597
gen: 13 best: 432.7 mean: 456.581592039801
gen >14, new best = 431.900
gen: 14 best: 431.9 mean: 456.4502487562189
gen: 15 best: 431.9 mean: 453.2771144278607
gen >16, new best = 430.800
gen: 16 best: 430.8 mean: 452.9810945273632
gen >17, new best = 427.500
gen: 17 best: 427.5 mean: 451.7009950248756
gen: 18 best: 427.5 mean: 450.1487562189055
gen >19, new best = 426.000
gen >19, new best = 425.700
gen: 19 best: 425.7 mean: 449.65472636815923
gen >20, new best = 421.700
gen: 20 best: 421.7 mean: 450.08358208955224
gen >21, new best = 420.300
gen: 21 best: 420.3 mean: 449.8044776119403
