Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
463; python ga.py 24 768N_graph24.dat 0.075 0.03 0.7 0.5 0.5 201 768N_graph24laxgen1rem70_ 371293
/project/6008788/js17sy/reopenga/768c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 507.200
gen >0, new best = 489.100
gen >0, new best = 481.800
gen >0, new best = 475.600
gen >0, new best = 449.800
gen >0, new best = 432.700
gen: 0 best: 432.7 mean: 499.3380597014925
gen: 1 best: 432.7 mean: 495.6850746268657
gen: 2 best: 432.7 mean: 493.9179104477612
gen: 3 best: 432.7 mean: 487.91492537313434
gen: 4 best: 432.7 mean: 489.9467661691542
gen: 5 best: 432.7 mean: 487.99004975124376
gen: 6 best: 432.7 mean: 485.48457711442785
gen >7, new best = 430.300
gen: 7 best: 430.3 mean: 483.15671641791045
gen: 8 best: 430.3 mean: 482.76069651741295
gen: 9 best: 430.3 mean: 477.963184079602
gen: 10 best: 430.3 mean: 479.21691542288556
gen: 11 best: 430.3 mean: 475.77363184079604
gen: 12 best: 430.3 mean: 475.70199004975126
gen >13, new best = 429.600
gen >13, new best = 429.100
gen >13, new best = 411.000
gen: 13 best: 411.0 mean: 470.00099502487564
gen: 14 best: 411.0 mean: 472.434328358209
gen: 15 best: 411.0 mean: 471.55174129353236
gen >16, new best = 403.700
gen: 16 best: 403.7 mean: 472.0820895522388
gen: 17 best: 403.7 mean: 466.61990049751245
gen: 18 best: 403.7 mean: 465.82835820895525
gen: 19 best: 403.7 mean: 465.7223880597015
gen: 20 best: 403.7 mean: 461.40149253731346
gen: 21 best: 403.7 mean: 459.8059701492537
gen: 22 best: 403.7 mean: 461.0328358208955
gen >23, new best = 403.000
gen: 23 best: 403.0 mean: 458.84726368159204
gen >24, new best = 402.000
gen: 24 best: 402.0 mean: 457.81990049751244
gen: 25 best: 402.0 mean: 459.10746268656715
gen: 26 best: 402.0 mean: 457.39253731343285
gen: 27 best: 402.0 mean: 456.03731343283584
gen: 28 best: 402.0 mean: 457.3139303482587
gen: 29 best: 402.0 mean: 454.8950248756219
gen: 30 best: 402.0 mean: 453.1129353233831
gen: 31 best: 402.0 mean: 452.41990049751246
gen: 32 best: 402.0 mean: 450.2825870646766
gen: 33 best: 402.0 mean: 452.52039800995027
gen: 34 best: 402.0 mean: 450.17462686567166
gen: 35 best: 402.0 mean: 451.8825870646766
gen: 36 best: 402.0 mean: 449.7905472636816
gen: 37 best: 402.0 mean: 448.3373134328358
gen: 38 best: 402.0 mean: 449.3681592039801
gen: 39 best: 402.0 mean: 450.4248756218905
gen: 40 best: 402.0 mean: 449.9373134328358
gen >41, new best = 396.600
gen: 41 best: 396.6 mean: 450.8328358208955
gen: 42 best: 396.6 mean: 448.69751243781093
gen: 43 best: 396.6 mean: 445.7129353233831
gen: 44 best: 396.6 mean: 447.78308457711444
gen: 45 best: 396.6 mean: 446.2412935323383
gen >46, new best = 390.500
gen: 46 best: 390.5 mean: 444.6208955223881
gen: 47 best: 390.5 mean: 443.1995024875622
gen: 48 best: 390.5 mean: 446.69701492537314
gen: 49 best: 390.5 mean: 446.18805970149253
gen: 50 best: 390.5 mean: 441.7089552238806
gen: 51 best: 390.5 mean: 443.7960199004975
gen: 52 best: 390.5 mean: 441.60348258706466
gen >53, new best = 383.600
gen: 53 best: 383.6 mean: 441.344776119403
gen: 54 best: 383.6 mean: 440.2437810945274
gen: 55 best: 383.6 mean: 440.94825870646764
gen: 56 best: 383.6 mean: 439.0348258706468
gen: 57 best: 383.6 mean: 440.8407960199005
gen: 58 best: 383.6 mean: 440.3407960199005
gen: 59 best: 383.6 mean: 441.69701492537314
gen: 60 best: 383.6 mean: 440.6004975124378
gen: 61 best: 383.6 mean: 436.9273631840796
gen: 62 best: 383.6 mean: 437.9800995024876
gen: 63 best: 383.6 mean: 438.5786069651741
gen: 64 best: 383.6 mean: 438.49203980099503
gen: 65 best: 383.6 mean: 437.48955223880597
gen: 66 best: 383.6 mean: 438.1049751243781
gen: 67 best: 383.6 mean: 436.27213930348256
gen: 68 best: 383.6 mean: 437.602487562189
gen: 69 best: 383.6 mean: 435.107960199005
gen: 70 best: 383.6 mean: 435.873631840796
gen: 71 best: 383.6 mean: 434.9835820895522
gen: 72 best: 383.6 mean: 436.9452736318408
gen: 73 best: 383.6 mean: 434.11243781094527
gen: 74 best: 383.6 mean: 436.4910447761194
gen: 75 best: 383.6 mean: 435.76268656716417
gen: 76 best: 383.6 mean: 436.09203980099505
gen >77, new best = 382.700
gen: 77 best: 382.7 mean: 434.626368159204
gen: 78 best: 382.7 mean: 434.44975124378107
gen: 79 best: 382.7 mean: 435.6666666666667
gen: 80 best: 382.7 mean: 433.86517412935325
gen: 81 best: 382.7 mean: 433.15223880597017
gen: 82 best: 382.7 mean: 431.86716417910446
gen: 83 best: 382.7 mean: 434.55572139303484
gen: 84 best: 382.7 mean: 434.7840796019901
gen: 85 best: 382.7 mean: 433.2532338308458
gen: 86 best: 382.7 mean: 433.8482587064677
gen: 87 best: 382.7 mean: 433.4582089552239
gen: 88 best: 382.7 mean: 433.3830845771144
gen: 89 best: 382.7 mean: 433.5149253731343
gen: 90 best: 382.7 mean: 434.8129353233831
gen: 91 best: 382.7 mean: 432.61094527363184
gen: 92 best: 382.7 mean: 434.08706467661693
gen: 93 best: 382.7 mean: 433.6004975124378
gen: 94 best: 382.7 mean: 431.5950248756219
gen: 95 best: 382.7 mean: 431.07064676616915
gen: 96 best: 382.7 mean: 433.7905472636816
gen: 97 best: 382.7 mean: 433.31592039800995
gen: 98 best: 382.7 mean: 432.15323383084575
gen: 99 best: 382.7 mean: 432.0044776119403
[7, 7, 7, 7, 8, 8, 8, 8, 6, 8, 7, 7, 7, 8, 6, 7, 7, 7, 7, 7, 7, 8, 7, 7, 8, 8, 8, 7, 7, 8, 7, 7, 8, 8, 8, 8, 6, 7, 9, 7, 8]
Test count of edges: 1449
cat
