Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
675; python ga.py 24 768N_graph24.dat 0.1 0.04 0.7 0.7 0.3 201 768N_graph24leerygen2rem70_ 428415
/project/6008788/js17sy/reopenga/768c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 523.700
gen >0, new best = 501.000
gen >0, new best = 498.800
gen >0, new best = 498.400
gen >0, new best = 496.800
gen >0, new best = 496.000
gen >0, new best = 489.700
gen >0, new best = 483.500
gen >0, new best = 468.800
gen: 0 best: 468.8 mean: 509.29253731343283
gen >1, new best = 449.100
gen: 1 best: 449.1 mean: 510.01044776119403
gen: 2 best: 449.1 mean: 506.118407960199
gen: 3 best: 449.1 mean: 506.1626865671642
gen: 4 best: 449.1 mean: 504.83781094527365
gen >5, new best = 438.100
gen: 5 best: 438.1 mean: 499.136815920398
gen: 6 best: 438.1 mean: 499.2194029850746
gen: 7 best: 438.1 mean: 494.289552238806
gen: 8 best: 438.1 mean: 495.5875621890547
gen: 9 best: 438.1 mean: 492.72786069651744
gen: 10 best: 438.1 mean: 491.6741293532338
gen: 11 best: 438.1 mean: 487.83830845771143
gen: 12 best: 438.1 mean: 487.2691542288557
gen: 13 best: 438.1 mean: 486.13432835820896
gen: 14 best: 438.1 mean: 486.63781094527366
gen: 15 best: 438.1 mean: 484.37860696517413
gen: 16 best: 438.1 mean: 484.7865671641791
gen: 17 best: 438.1 mean: 482.9034825870647
gen >18, new best = 436.400
gen: 18 best: 436.4 mean: 481.6189054726368
gen: 19 best: 436.4 mean: 480.56169154228854
gen: 20 best: 436.4 mean: 480.8373134328358
gen: 21 best: 436.4 mean: 481.43830845771146
gen >22, new best = 432.200
gen: 22 best: 432.2 mean: 477.55174129353236
gen >23, new best = 421.100
gen: 23 best: 421.1 mean: 477.80348258706465
gen: 24 best: 421.1 mean: 478.01741293532336
gen: 25 best: 421.1 mean: 475.99900497512436
gen: 26 best: 421.1 mean: 477.80348258706465
gen: 27 best: 421.1 mean: 473.79950248756217
gen: 28 best: 421.1 mean: 473.4651741293532
gen: 29 best: 421.1 mean: 474.24776119402986
gen: 30 best: 421.1 mean: 473.418407960199
gen: 31 best: 421.1 mean: 472.6995024875622
gen: 32 best: 421.1 mean: 473.4393034825871
gen: 33 best: 421.1 mean: 472.0875621890547
gen: 34 best: 421.1 mean: 469.77363184079604
gen: 35 best: 421.1 mean: 470.1681592039801
gen: 36 best: 421.1 mean: 470.0049751243781
gen: 37 best: 421.1 mean: 469.8
gen: 38 best: 421.1 mean: 467.7860696517413
gen: 39 best: 421.1 mean: 469.0716417910448
gen >40, new best = 419.800
gen: 40 best: 419.8 mean: 467.1283582089552
gen: 41 best: 419.8 mean: 466.87611940298507
gen >42, new best = 417.000
gen: 42 best: 417.0 mean: 464.87014925373137
gen: 43 best: 417.0 mean: 466.8054726368159
gen: 44 best: 417.0 mean: 464.1776119402985
gen: 45 best: 417.0 mean: 464.8905472636816
gen: 46 best: 417.0 mean: 463.7049751243781
gen: 47 best: 417.0 mean: 465.1004975124378
gen: 48 best: 417.0 mean: 463.67512437810944
gen: 49 best: 417.0 mean: 461.3850746268657
gen: 50 best: 417.0 mean: 463.77412935323383
gen: 51 best: 417.0 mean: 461.4223880597015
gen: 52 best: 417.0 mean: 462.6686567164179
gen >53, new best = 412.700
gen: 53 best: 412.7 mean: 460.944776119403
gen: 54 best: 412.7 mean: 461.91144278606964
gen: 55 best: 412.7 mean: 460.1870646766169
gen: 56 best: 412.7 mean: 460.18606965174126
gen: 57 best: 412.7 mean: 460.7651741293532
gen: 58 best: 412.7 mean: 460.6313432835821
gen: 59 best: 412.7 mean: 460.43880597014925
gen: 60 best: 412.7 mean: 460.94776119402985
gen: 61 best: 412.7 mean: 459.7786069651741
gen: 62 best: 412.7 mean: 459.8497512437811
gen: 63 best: 412.7 mean: 459.09402985074627
gen: 64 best: 412.7 mean: 458.3243781094527
gen: 65 best: 412.7 mean: 457.7592039800995
gen: 66 best: 412.7 mean: 457.72636815920396
gen: 67 best: 412.7 mean: 460.4676616915423
gen: 68 best: 412.7 mean: 456.8402985074627
gen >69, new best = 409.300
gen: 69 best: 409.3 mean: 457.9651741293532
gen: 70 best: 409.3 mean: 457.22636815920396
gen: 71 best: 409.3 mean: 456.0457711442786
gen: 72 best: 409.3 mean: 458.12189054726366
gen: 73 best: 409.3 mean: 457.79253731343283
gen: 74 best: 409.3 mean: 457.3805970149254
gen: 75 best: 409.3 mean: 457.83432835820895
gen: 76 best: 409.3 mean: 457.80099502487565
gen: 77 best: 409.3 mean: 457.0308457711443
gen: 78 best: 409.3 mean: 456.3532338308458
