Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
211; python ga.py 26 1024N_graph26.dat 0.05 0.02 0.5 0.7 0.3 201 1024N_graph26mediumgen2rem50_ 28561
/project/6008788/js17sy/reopenga/1024c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 670.200
gen >0, new best = 660.000
gen >0, new best = 655.900
gen >0, new best = 654.900
gen >0, new best = 652.200
gen: 0 best: 652.2 mean: 671.3233830845771
gen >1, new best = 647.300
gen >1, new best = 640.700
gen: 1 best: 640.7 mean: 669.5850746268657
gen: 2 best: 640.7 mean: 668.2358208955224
gen: 3 best: 640.7 mean: 668.4686567164179
gen >4, new best = 638.500
gen: 4 best: 638.5 mean: 666.3462686567165
gen >5, new best = 601.900
gen: 5 best: 601.9 mean: 664.3203980099503
gen: 6 best: 601.9 mean: 663.594527363184
gen: 7 best: 601.9 mean: 663.1835820895523
gen: 8 best: 601.9 mean: 662.8502487562189
gen: 9 best: 601.9 mean: 661.4537313432836
gen: 10 best: 601.9 mean: 660.1855721393035
gen: 11 best: 601.9 mean: 658.7885572139304
gen: 12 best: 601.9 mean: 659.0124378109452
gen: 13 best: 601.9 mean: 657.4094527363184
gen: 14 best: 601.9 mean: 656.7208955223881
gen: 15 best: 601.9 mean: 655.5363184079602
gen: 16 best: 601.9 mean: 654.7547263681593
gen: 17 best: 601.9 mean: 654.6885572139304
gen >18, new best = 595.900
gen: 18 best: 595.9 mean: 653.7870646766169
gen >19, new best = 587.400
gen: 19 best: 587.4 mean: 653.0502487562189
gen: 20 best: 587.4 mean: 654.0014925373134
gen: 21 best: 587.4 mean: 652.3547263681592
gen: 22 best: 587.4 mean: 652.4502487562189
gen >23, new best = 577.900
gen: 23 best: 577.9 mean: 650.4557213930349
gen: 24 best: 577.9 mean: 650.4955223880597
gen: 25 best: 577.9 mean: 650.0611940298508
gen: 26 best: 577.9 mean: 649.1771144278607
gen: 27 best: 577.9 mean: 649.405472636816
gen: 28 best: 577.9 mean: 647.9890547263682
gen: 29 best: 577.9 mean: 649.0268656716418
gen: 30 best: 577.9 mean: 647.5910447761194
gen: 31 best: 577.9 mean: 647.3502487562189
gen: 32 best: 577.9 mean: 646.7218905472637
gen: 33 best: 577.9 mean: 644.9517412935323
gen: 34 best: 577.9 mean: 644.6044776119403
gen: 35 best: 577.9 mean: 644.810447761194
gen: 36 best: 577.9 mean: 643.963184079602
gen: 37 best: 577.9 mean: 642.8601990049751
gen: 38 best: 577.9 mean: 642.531343283582
gen: 39 best: 577.9 mean: 642.0756218905473
gen: 40 best: 577.9 mean: 641.2194029850747
gen >41, new best = 567.600
gen: 41 best: 567.6 mean: 640.7562189054727
gen: 42 best: 567.6 mean: 639.218407960199
