Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
219; python ga.py 21 768N_graph21.dat 0.05 0.02 0.5 0.7 0.3 201 768N_graph21mediumgen2rem50_ 257049
/project/6008788/js17sy/reopenga/768b/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 504.700
gen >0, new best = 496.000
gen >0, new best = 491.600
gen >0, new best = 491.300
gen >0, new best = 491.200
gen >0, new best = 491.000
gen >0, new best = 475.500
gen >0, new best = 455.000
gen: 0 best: 455.0 mean: 498.5691542288557
gen: 1 best: 455.0 mean: 497.0786069651741
gen >2, new best = 440.000
gen: 2 best: 440.0 mean: 495.9820895522388
gen: 3 best: 440.0 mean: 495.0965174129353
gen: 4 best: 440.0 mean: 495.3860696517413
gen: 5 best: 440.0 mean: 494.28805970149256
gen: 6 best: 440.0 mean: 494.63781094527366
gen: 7 best: 440.0 mean: 492.252736318408
gen: 8 best: 440.0 mean: 493.1129353233831
gen >9, new best = 437.800
gen: 9 best: 437.8 mean: 492.57412935323384
gen >10, new best = 433.700
gen: 10 best: 433.7 mean: 491.01194029850745
gen: 11 best: 433.7 mean: 491.5233830845771
gen: 12 best: 433.7 mean: 490.8273631840796
gen: 13 best: 433.7 mean: 488.7691542288557
gen: 14 best: 433.7 mean: 488.25373134328356
gen: 15 best: 433.7 mean: 489.60547263681593
gen >16, new best = 428.800
gen: 16 best: 428.8 mean: 487.5492537313433
gen: 17 best: 428.8 mean: 487.16169154228857
gen: 18 best: 428.8 mean: 485.98258706467664
gen: 19 best: 428.8 mean: 485.5308457711443
gen: 20 best: 428.8 mean: 484.70248756218905
gen >21, new best = 426.200
gen: 21 best: 426.2 mean: 484.7009950248756
gen: 22 best: 426.2 mean: 483.76965174129356
gen: 23 best: 426.2 mean: 484.18756218905474
gen: 24 best: 426.2 mean: 483.6338308457712
gen >25, new best = 422.700
gen: 25 best: 422.7 mean: 483.3203980099502
gen: 26 best: 422.7 mean: 482.8532338308458
gen: 27 best: 422.7 mean: 482.28855721393035
gen: 28 best: 422.7 mean: 481.1781094527363
gen: 29 best: 422.7 mean: 480.7562189054726
gen: 30 best: 422.7 mean: 480.5606965174129
gen: 31 best: 422.7 mean: 479.8537313432836
gen: 32 best: 422.7 mean: 478.5512437810945
gen: 33 best: 422.7 mean: 477.53731343283584
gen: 34 best: 422.7 mean: 476.4
gen: 35 best: 422.7 mean: 476.2686567164179
gen: 36 best: 422.7 mean: 476.01194029850745
gen: 37 best: 422.7 mean: 475.4338308457711
gen: 38 best: 422.7 mean: 475.1049751243781
gen: 39 best: 422.7 mean: 474.2860696517413
gen: 40 best: 422.7 mean: 474.88009950248755
gen >41, new best = 415.800
gen: 41 best: 415.8 mean: 474.6870646766169
gen: 42 best: 415.8 mean: 473.4119402985075
gen: 43 best: 415.8 mean: 473.87810945273634
gen >44, new best = 415.600
gen: 44 best: 415.6 mean: 472.85273631840795
gen: 45 best: 415.6 mean: 472.1825870646766
gen: 46 best: 415.6 mean: 472.1701492537313
gen: 47 best: 415.6 mean: 471.52636815920397
gen: 48 best: 415.6 mean: 470.1636815920398
gen: 49 best: 415.6 mean: 471.326368159204
gen: 50 best: 415.6 mean: 469.69353233830844
gen >51, new best = 405.000
gen: 51 best: 405.0 mean: 469.892039800995
gen: 52 best: 405.0 mean: 469.4910447761194
gen: 53 best: 405.0 mean: 468.4562189054726
gen: 54 best: 405.0 mean: 469.64726368159205
gen: 55 best: 405.0 mean: 467.9417910447761
gen: 56 best: 405.0 mean: 467.20597014925374
gen: 57 best: 405.0 mean: 465.710447761194
gen: 58 best: 405.0 mean: 465.7029850746269
gen: 59 best: 405.0 mean: 464.58407960199
gen: 60 best: 405.0 mean: 464.69900497512435
gen: 61 best: 405.0 mean: 464.5497512437811
gen: 62 best: 405.0 mean: 464.73333333333335
gen: 63 best: 405.0 mean: 463.78905472636814
gen: 64 best: 405.0 mean: 463.3353233830846
gen: 65 best: 405.0 mean: 464.03880597014927
gen: 66 best: 405.0 mean: 463.6049751243781
gen: 67 best: 405.0 mean: 462.2159203980099
gen: 68 best: 405.0 mean: 462.34527363184077
gen: 69 best: 405.0 mean: 462.07960199004975
gen: 70 best: 405.0 mean: 462.0641791044776
gen: 71 best: 405.0 mean: 461.5179104477612
gen: 72 best: 405.0 mean: 461.5223880597015
gen >73, new best = 404.500
gen: 73 best: 404.5 mean: 461.2283582089552
gen: 74 best: 404.5 mean: 460.0139303482587
gen: 75 best: 404.5 mean: 460.2875621890547
gen: 76 best: 404.5 mean: 460.2358208955224
gen: 77 best: 404.5 mean: 459.29950248756217
gen: 78 best: 404.5 mean: 457.9497512437811
gen: 79 best: 404.5 mean: 458.90547263681594
gen: 80 best: 404.5 mean: 457.9766169154229
gen: 81 best: 404.5 mean: 458.9303482587065
gen >82, new best = 402.100
gen: 82 best: 402.1 mean: 457.8532338308458
gen: 83 best: 402.1 mean: 457.7731343283582
gen: 84 best: 402.1 mean: 457.1029850746269
gen: 85 best: 402.1 mean: 457.7855721393035
gen: 86 best: 402.1 mean: 456.8915422885572
gen: 87 best: 402.1 mean: 457.2308457711443
gen: 88 best: 402.1 mean: 458.1323383084577
gen: 89 best: 402.1 mean: 456.6303482587065
gen: 90 best: 402.1 mean: 457.1756218905473
gen: 91 best: 402.1 mean: 456.9393034825871
gen: 92 best: 402.1 mean: 457.37611940298507
gen: 93 best: 402.1 mean: 457.2636815920398
gen: 94 best: 402.1 mean: 456.9557213930348
gen: 95 best: 402.1 mean: 457.4960199004975
gen >96, new best = 370.400
gen: 96 best: 370.4 mean: 456.53980099502485
gen: 97 best: 370.4 mean: 456.5900497512438
gen: 98 best: 370.4 mean: 455.7955223880597
gen: 99 best: 370.4 mean: 455.5502487562189
[9, 10, 10, 8, 9, 9, 11, 10, 9, 9, 10, 10, 9, 10, 9, 10, 9, 10, 10, 12, 9, 10, 10, 9, 9, 9, 9, 10, 9, 10, 10, 10, 9, 11, 9, 11, 11, 8, 8, 9, 9, 11, 9, 9, 10, 10, 9, 9, 8]
Test count of edges: 2400
cat
