Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
530; python ga.py 21 768N_graph21.dat 0.075 0.03 0.7 0.9 0.1 201 768N_graph21laxgen3rem70_ 571220
/project/6008788/js17sy/reopenga/768b/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 471.900
gen >0, new best = 452.300
gen >0, new best = 422.600
gen: 0 best: 422.6 mean: 494.3733830845771
gen: 1 best: 422.6 mean: 490.9467661691542
gen: 2 best: 422.6 mean: 489.72587064676617
gen: 3 best: 422.6 mean: 489.10348258706466
gen >4, new best = 416.700
gen: 4 best: 416.7 mean: 484.55771144278606
gen: 5 best: 416.7 mean: 480.2437810945274
gen: 6 best: 416.7 mean: 479.3731343283582
gen: 7 best: 416.7 mean: 472.173631840796
gen: 8 best: 416.7 mean: 472.0805970149254
gen >9, new best = 391.500
gen: 9 best: 391.5 mean: 468.6626865671642
gen: 10 best: 391.5 mean: 466.289552238806
gen: 11 best: 391.5 mean: 468.7343283582089
gen >12, new best = 383.600
gen: 12 best: 383.6 mean: 463.78656716417913
gen: 13 best: 383.6 mean: 462.29751243781095
gen: 14 best: 383.6 mean: 459.3666666666667
gen: 15 best: 383.6 mean: 456.1228855721393
gen: 16 best: 383.6 mean: 456.5990049751244
gen: 17 best: 383.6 mean: 454.6044776119403
gen: 18 best: 383.6 mean: 455.2497512437811
gen: 19 best: 383.6 mean: 451.2228855721393
gen: 20 best: 383.6 mean: 451.3358208955224
gen: 21 best: 383.6 mean: 450.17661691542287
gen: 22 best: 383.6 mean: 449.681592039801
gen: 23 best: 383.6 mean: 448.15273631840796
gen: 24 best: 383.6 mean: 445.26268656716417
gen >25, new best = 382.500
gen: 25 best: 382.5 mean: 445.00696517412933
gen >26, new best = 380.900
gen: 26 best: 380.9 mean: 443.4179104477612
gen: 27 best: 380.9 mean: 442.5034825870647
gen: 28 best: 380.9 mean: 440.263184079602
gen: 29 best: 380.9 mean: 438.97363184079603
gen: 30 best: 380.9 mean: 441.55174129353236
gen: 31 best: 380.9 mean: 438.53333333333336
gen: 32 best: 380.9 mean: 440.9706467661691
gen: 33 best: 380.9 mean: 437.81044776119404
gen >34, new best = 380.300
gen: 34 best: 380.3 mean: 434.5587064676617
gen: 35 best: 380.3 mean: 436.09800995024875
gen >36, new best = 373.700
gen: 36 best: 373.7 mean: 435.163184079602
gen: 37 best: 373.7 mean: 436.210447761194
gen: 38 best: 373.7 mean: 436.32089552238807
gen: 39 best: 373.7 mean: 435.33034825870647
gen: 40 best: 373.7 mean: 434.9407960199005
gen: 41 best: 373.7 mean: 434.071144278607
gen: 42 best: 373.7 mean: 435.06318407960197
gen: 43 best: 373.7 mean: 434.86915422885573
gen: 44 best: 373.7 mean: 433.8258706467662
gen: 45 best: 373.7 mean: 435.4582089552239
gen: 46 best: 373.7 mean: 433.54477611940297
gen >47, new best = 365.700
gen: 47 best: 365.7 mean: 433.01144278606967
gen: 48 best: 365.7 mean: 432.06467661691545
gen: 49 best: 365.7 mean: 431.5049751243781
gen: 50 best: 365.7 mean: 429.5935323383085
gen: 51 best: 365.7 mean: 429.63980099502487
gen: 52 best: 365.7 mean: 429.6681592039801
gen: 53 best: 365.7 mean: 429.80348258706465
gen: 54 best: 365.7 mean: 429.83084577114425
gen: 55 best: 365.7 mean: 430.1268656716418
gen: 56 best: 365.7 mean: 427.70995024875623
gen: 57 best: 365.7 mean: 429.06666666666666
gen: 58 best: 365.7 mean: 429.56169154228854
gen: 59 best: 365.7 mean: 428.2437810945274
gen: 60 best: 365.7 mean: 428.5462686567164
gen: 61 best: 365.7 mean: 430.32686567164177
gen: 62 best: 365.7 mean: 428.15671641791045
gen: 63 best: 365.7 mean: 428.4452736318408
gen: 64 best: 365.7 mean: 427.873631840796
gen: 65 best: 365.7 mean: 428.018407960199
gen: 66 best: 365.7 mean: 427.67064676616917
gen: 67 best: 365.7 mean: 427.43283582089555
gen: 68 best: 365.7 mean: 429.2054726368159
gen: 69 best: 365.7 mean: 427.01741293532336
gen: 70 best: 365.7 mean: 427.0149253731343
gen: 71 best: 365.7 mean: 426.5422885572139
gen: 72 best: 365.7 mean: 425.7915422885572
gen: 73 best: 365.7 mean: 426.90398009950246
gen: 74 best: 365.7 mean: 427.38557213930346
gen: 75 best: 365.7 mean: 426.66169154228857
gen: 76 best: 365.7 mean: 425.9303482587065
gen: 77 best: 365.7 mean: 425.99353233830846
gen: 78 best: 365.7 mean: 425.36716417910446
gen: 79 best: 365.7 mean: 422.88358208955225
gen: 80 best: 365.7 mean: 424.0089552238806
gen: 81 best: 365.7 mean: 423.99203980099503
gen: 82 best: 365.7 mean: 424.673631840796
gen: 83 best: 365.7 mean: 421.80696517412935
gen: 84 best: 365.7 mean: 423.192039800995
gen: 85 best: 365.7 mean: 422.86119402985076
gen: 86 best: 365.7 mean: 424.1721393034826
gen >87, new best = 364.800
gen: 87 best: 364.8 mean: 421.92388059701494
gen: 88 best: 364.8 mean: 422.3457711442786
gen: 89 best: 364.8 mean: 421.53731343283584
gen: 90 best: 364.8 mean: 421.47562189054725
gen: 91 best: 364.8 mean: 422.24228855721395
gen >92, new best = 357.400
gen: 92 best: 357.4 mean: 422.3
gen: 93 best: 357.4 mean: 422.9860696517413
gen: 94 best: 357.4 mean: 421.5592039800995
gen: 95 best: 357.4 mean: 419.81990049751244
gen >96, new best = 354.800
gen: 96 best: 354.8 mean: 421.69154228855723
