Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
428; python ga.py 5 768N_graph5.dat 0.075 0.03 0.5 0.9 0.1 201 768N_graph5laxgen3rem50_ 228488
/project/6008788/js17sy/reopenga/768a/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 502.600
gen >0, new best = 500.100
gen >0, new best = 495.600
gen >0, new best = 491.800
gen >0, new best = 490.700
gen >0, new best = 490.400
gen >0, new best = 489.800
gen >0, new best = 485.700
gen >0, new best = 471.700
gen: 0 best: 471.7 mean: 503.9084577114428
gen: 1 best: 471.7 mean: 503.11044776119405
gen: 2 best: 471.7 mean: 501.7641791044776
gen: 3 best: 471.7 mean: 501.48955223880597
gen: 4 best: 471.7 mean: 500.0601990049751
gen: 5 best: 471.7 mean: 500.1502487562189
gen: 6 best: 471.7 mean: 498.99701492537315
gen: 7 best: 471.7 mean: 498.1039800995025
gen: 8 best: 471.7 mean: 496.56865671641793
gen: 9 best: 471.7 mean: 497.4029850746269
gen: 10 best: 471.7 mean: 495.0407960199005
gen: 11 best: 471.7 mean: 494.8353233830846
gen >12, new best = 470.400
gen: 12 best: 470.4 mean: 493.0417910447761
gen >13, new best = 469.100
gen: 13 best: 469.1 mean: 491.3860696517413
gen: 14 best: 469.1 mean: 491.7960199004975
gen >15, new best = 467.100
gen: 15 best: 467.1 mean: 490.68905472636817
gen: 16 best: 467.1 mean: 489.41094527363185
gen >17, new best = 462.500
gen: 17 best: 462.5 mean: 489.11442786069654
gen: 18 best: 462.5 mean: 487.31194029850747
gen >19, new best = 461.200
gen: 19 best: 461.2 mean: 487.91840796019903
gen: 20 best: 461.2 mean: 486.4154228855721
gen >21, new best = 458.400
gen: 21 best: 458.4 mean: 485.00298507462685
gen: 22 best: 458.4 mean: 484.50995024875624
gen: 23 best: 458.4 mean: 483.99004975124376
gen: 24 best: 458.4 mean: 483.1412935323383
gen: 25 best: 458.4 mean: 483.09253731343284
gen: 26 best: 458.4 mean: 482.2199004975124
gen >27, new best = 454.700
gen: 27 best: 454.7 mean: 480.6059701492537
gen: 28 best: 454.7 mean: 480.4890547263682
gen >29, new best = 454.200
