Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
143; python ga.py 5 768N_graph5.dat 0.025 0.01 0.7 0.7 0.3 201 768N_graph5strictgen2rem70_ 656903
/project/6008788/js17sy/reopenga/768a/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 550.300
gen >0, new best = 519.900
gen >0, new best = 505.400
gen >0, new best = 501.100
gen >0, new best = 472.600
gen >0, new best = 453.100
gen >0, new best = 442.300
gen >0, new best = 429.000
gen >0, new best = 421.900
gen >0, new best = 420.300
gen >0, new best = 419.500
gen >0, new best = 416.300
gen >0, new best = 415.300
gen: 0 best: 415.3 mean: 499.968407960199
gen >1, new best = 412.900
gen >1, new best = 409.400
gen >1, new best = 402.900
gen >1, new best = 388.100
gen >1, new best = 381.500
gen: 1 best: 381.5 mean: 497.0860696517413
gen >2, new best = 379.900
gen >2, new best = 367.200
gen: 2 best: 367.2 mean: 492.93830845771146
gen: 3 best: 367.2 mean: 485.7343283582089
gen >4, new best = 343.000
gen: 4 best: 343.0 mean: 479.981592039801
gen: 5 best: 343.0 mean: 475.04875621890545
gen: 6 best: 343.0 mean: 472.36915422885573
gen: 7 best: 343.0 mean: 466.11442786069654
gen: 8 best: 343.0 mean: 464.7378109452736
gen >9, new best = 319.900
gen: 9 best: 319.9 mean: 452.5348258706468
gen: 10 best: 319.9 mean: 447.4457711442786
gen: 11 best: 319.9 mean: 438.9
gen >12, new best = 312.500
gen: 12 best: 312.5 mean: 437.25771144278605
gen: 13 best: 312.5 mean: 429.57412935323384
gen: 14 best: 312.5 mean: 420.1179104477612
gen >15, new best = 311.400
gen: 15 best: 311.4 mean: 423.7990049751244
gen: 16 best: 311.4 mean: 414.9781094527363
gen: 17 best: 311.4 mean: 411.9119402985075
gen: 18 best: 311.4 mean: 416.7965174129353
gen >19, new best = 301.700
gen: 19 best: 301.7 mean: 413.92089552238804
gen >20, new best = 295.000
