Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
615; python ga.py 18 512N_graph18.dat 0.1 0.04 0.5 0.9 0.1 201 512N_graph18leerygen3rem50_ 428415
/project/6008788/js17sy/reopenga/512c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 352.000
gen >0, new best = 323.400
gen >0, new best = 316.900
gen >0, new best = 315.900
gen: 0 best: 315.9 mean: 351.4691542288557
gen >1, new best = 313.600
gen >1, new best = 312.800
gen >1, new best = 309.700
gen >1, new best = 284.000
gen: 1 best: 284.0 mean: 349.84875621890546
gen: 2 best: 284.0 mean: 350.74477611940296
gen: 3 best: 284.0 mean: 349.55273631840794
gen: 4 best: 284.0 mean: 350.70995024875623
gen: 5 best: 284.0 mean: 349.59253731343284
gen: 6 best: 284.0 mean: 349.35820895522386
gen: 7 best: 284.0 mean: 349.3636815920398
gen >8, new best = 278.900
gen: 8 best: 278.9 mean: 349.0134328358209
gen: 9 best: 278.9 mean: 349.6044776119403
gen: 10 best: 278.9 mean: 347.4955223880597
gen: 11 best: 278.9 mean: 347.60746268656715
gen: 12 best: 278.9 mean: 347.4467661691542
gen: 13 best: 278.9 mean: 346.8805970149254
gen: 14 best: 278.9 mean: 347.0268656716418
gen: 15 best: 278.9 mean: 345.5278606965174
gen: 16 best: 278.9 mean: 346.3626865671642
gen >17, new best = 275.200
gen: 17 best: 275.2 mean: 345.52885572139303
gen: 18 best: 275.2 mean: 345.9338308457711
gen: 19 best: 275.2 mean: 345.7283582089552
gen: 20 best: 275.2 mean: 344.11243781094527
gen: 21 best: 275.2 mean: 345.0258706467662
gen: 22 best: 275.2 mean: 342.79004975124377
gen >23, new best = 275.000
gen: 23 best: 275.0 mean: 344.18358208955226
gen: 24 best: 275.0 mean: 342.22487562189053
gen: 25 best: 275.0 mean: 343.1174129353234
gen: 26 best: 275.0 mean: 342.055223880597
gen: 27 best: 275.0 mean: 343.39452736318407
gen: 28 best: 275.0 mean: 343.33084577114425
gen: 29 best: 275.0 mean: 342.9960199004975
gen >30, new best = 273.000
gen: 30 best: 273.0 mean: 342.6393034825871
gen: 31 best: 273.0 mean: 342.10696517412936
gen: 32 best: 273.0 mean: 343.16616915422884
gen: 33 best: 273.0 mean: 342.7407960199005
gen: 34 best: 273.0 mean: 342.4233830845771
gen >35, new best = 265.500
gen: 35 best: 265.5 mean: 342.4835820895522
gen: 36 best: 265.5 mean: 341.8223880597015
gen: 37 best: 265.5 mean: 341.27611940298505
gen: 38 best: 265.5 mean: 340.9273631840796
gen: 39 best: 265.5 mean: 341.4119402985075
gen: 40 best: 265.5 mean: 340.3547263681592
gen: 41 best: 265.5 mean: 341.5039800995025
gen: 42 best: 265.5 mean: 339.6407960199005
gen: 43 best: 265.5 mean: 340.03383084577115
gen: 44 best: 265.5 mean: 339.5776119402985
gen: 45 best: 265.5 mean: 339.25572139303483
gen: 46 best: 265.5 mean: 339.12985074626863
gen: 47 best: 265.5 mean: 338.1323383084577
gen: 48 best: 265.5 mean: 337.8830845771144
gen: 49 best: 265.5 mean: 339.1855721393035
gen: 50 best: 265.5 mean: 338.02985074626866
gen: 51 best: 265.5 mean: 338.68407960199005
gen: 52 best: 265.5 mean: 338.8273631840796
gen: 53 best: 265.5 mean: 337.58706467661693
gen: 54 best: 265.5 mean: 338.09203980099505
gen: 55 best: 265.5 mean: 336.19502487562187
gen: 56 best: 265.5 mean: 336.27064676616914
gen: 57 best: 265.5 mean: 336.89850746268655
gen: 58 best: 265.5 mean: 337.49353233830846
gen: 59 best: 265.5 mean: 335.74228855721395
gen: 60 best: 265.5 mean: 336.2582089552239
gen: 61 best: 265.5 mean: 336.50796019900497
gen: 62 best: 265.5 mean: 334.4616915422886
gen: 63 best: 265.5 mean: 335.17661691542287
gen >64, new best = 265.300
gen: 64 best: 265.3 mean: 335.1885572139303
gen >65, new best = 261.400
gen: 65 best: 261.4 mean: 334.581592039801
gen: 66 best: 261.4 mean: 334.73383084577114
gen: 67 best: 261.4 mean: 336.01940298507463
gen: 68 best: 261.4 mean: 334.8074626865672
gen: 69 best: 261.4 mean: 334.192039800995
gen: 70 best: 261.4 mean: 334.8442786069652
gen: 71 best: 261.4 mean: 333.61442786069654
gen: 72 best: 261.4 mean: 332.92985074626864
gen: 73 best: 261.4 mean: 333.27611940298505
gen: 74 best: 261.4 mean: 332.7855721393035
gen: 75 best: 261.4 mean: 333.84676616915425
gen: 76 best: 261.4 mean: 333.4218905472637
gen: 77 best: 261.4 mean: 333.210447761194
gen: 78 best: 261.4 mean: 332.881592039801
gen: 79 best: 261.4 mean: 333.67462686567166
gen: 80 best: 261.4 mean: 333.59303482587063
gen: 81 best: 261.4 mean: 334.2094527363184
gen: 82 best: 261.4 mean: 332.9457711442786
gen: 83 best: 261.4 mean: 333.48407960199006
gen: 84 best: 261.4 mean: 332.40597014925373
gen: 85 best: 261.4 mean: 333.43482587064676
gen: 86 best: 261.4 mean: 331.3388059701493
gen: 87 best: 261.4 mean: 331.5049751243781
gen: 88 best: 261.4 mean: 332.0512437810945
gen: 89 best: 261.4 mean: 332.36567164179104
gen: 90 best: 261.4 mean: 331.57562189054727
gen: 91 best: 261.4 mean: 332.0990049751244
gen: 92 best: 261.4 mean: 332.20298507462684
gen: 93 best: 261.4 mean: 331.59253731343284
gen: 94 best: 261.4 mean: 331.1427860696517
gen: 95 best: 261.4 mean: 330.4681592039801
gen: 96 best: 261.4 mean: 331.3940298507463
gen: 97 best: 261.4 mean: 331.91492537313434
gen: 98 best: 261.4 mean: 330.83482587064674
gen: 99 best: 261.4 mean: 329.6353233830846
[8, 8, 8, 8, 8, 8, 8, 9, 8, 9, 9, 8, 8, 10, 8, 9, 10, 9, 9, 8, 8, 8, 8, 9, 8, 9, 8, 8, 8, 8, 9, 10, 10, 9, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 9]
Test count of edges: 1532
cat
