Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
25; python ga.py 24 1024N_graph24.dat 0.025 0.01 0.5 0.5 0.5 201 1024N_graph24strictgen1rem50_ 714025
/project/6008788/js17sy/reopenga/1024b/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 640.800
gen >0, new best = 632.800
gen >0, new best = 627.700
gen >0, new best = 626.800
gen >0, new best = 614.000
gen >0, new best = 608.700
gen >0, new best = 606.600
gen: 0 best: 606.6 mean: 631.8957711442786
gen >1, new best = 562.700
gen: 1 best: 562.7 mean: 628.8233830845771
gen: 2 best: 562.7 mean: 629.3328358208955
gen: 3 best: 562.7 mean: 626.6636815920398
gen: 4 best: 562.7 mean: 627.5437810945274
gen: 5 best: 562.7 mean: 625.3741293532338
gen: 6 best: 562.7 mean: 624.7567164179104
gen: 7 best: 562.7 mean: 623.3805970149253
gen: 8 best: 562.7 mean: 622.4910447761195
gen: 9 best: 562.7 mean: 621.6980099502488
gen: 10 best: 562.7 mean: 621.347263681592
gen: 11 best: 562.7 mean: 620.1114427860697
gen: 12 best: 562.7 mean: 619.1686567164179
gen: 13 best: 562.7 mean: 618.6199004975124
gen >14, new best = 560.100
gen: 14 best: 560.1 mean: 615.7333333333333
gen: 15 best: 560.1 mean: 615.4308457711443
gen: 16 best: 560.1 mean: 617.0358208955224
gen: 17 best: 560.1 mean: 618.118407960199
gen: 18 best: 560.1 mean: 615.1706467661692
gen: 19 best: 560.1 mean: 615.9119402985075
gen: 20 best: 560.1 mean: 614.1766169154229
gen: 21 best: 560.1 mean: 614.7875621890547
gen: 22 best: 560.1 mean: 613.4706467661691
gen: 23 best: 560.1 mean: 612.8139303482587
gen: 24 best: 560.1 mean: 611.8587064676617
gen >25, new best = 545.800
gen: 25 best: 545.8 mean: 611.4348258706468
gen: 26 best: 545.8 mean: 611.6900497512438
gen: 27 best: 545.8 mean: 610.7019900497512
gen: 28 best: 545.8 mean: 610.0800995024875
gen: 29 best: 545.8 mean: 608.7228855721393
gen: 30 best: 545.8 mean: 608.8432835820895
gen: 31 best: 545.8 mean: 608.6014925373134
gen: 32 best: 545.8 mean: 608.7492537313433
gen >33, new best = 530.200
gen: 33 best: 530.2 mean: 608.8671641791045
gen: 34 best: 530.2 mean: 608.1378109452736
gen: 35 best: 530.2 mean: 609.1124378109453
gen: 36 best: 530.2 mean: 608.6597014925374
gen: 37 best: 530.2 mean: 606.8940298507463
gen: 38 best: 530.2 mean: 608.5691542288557
gen: 39 best: 530.2 mean: 606.5009950248756
gen: 40 best: 530.2 mean: 607.063184079602
gen: 41 best: 530.2 mean: 606.8512437810946
gen: 42 best: 530.2 mean: 606.9159203980099
gen: 43 best: 530.2 mean: 606.2621890547264
gen: 44 best: 530.2 mean: 605.9562189054726
gen: 45 best: 530.2 mean: 604.8587064676617
gen: 46 best: 530.2 mean: 606.7691542288558
gen: 47 best: 530.2 mean: 606.2298507462687
gen: 48 best: 530.2 mean: 606.1343283582089
gen: 49 best: 530.2 mean: 605.2467661691542
gen: 50 best: 530.2 mean: 605.6721393034826
gen: 51 best: 530.2 mean: 603.9900497512438
gen: 52 best: 530.2 mean: 603.6626865671642
gen: 53 best: 530.2 mean: 604.4990049751244
gen: 54 best: 530.2 mean: 603.5378109452736
gen: 55 best: 530.2 mean: 604.6353233830846
gen: 56 best: 530.2 mean: 604.3164179104477
gen: 57 best: 530.2 mean: 604.1268656716418
gen: 58 best: 530.2 mean: 603.1179104477612
gen: 59 best: 530.2 mean: 602.8378109452736
gen: 60 best: 530.2 mean: 601.5676616915423
gen: 61 best: 530.2 mean: 603.3114427860696
gen: 62 best: 530.2 mean: 602.6009950248756
gen: 63 best: 530.2 mean: 601.4099502487562
gen: 64 best: 530.2 mean: 600.4990049751244
gen: 65 best: 530.2 mean: 601.0572139303482
gen: 66 best: 530.2 mean: 600.226368159204
gen: 67 best: 530.2 mean: 599.1278606965174
gen: 68 best: 530.2 mean: 599.3462686567165
gen: 69 best: 530.2 mean: 598.9427860696518
gen: 70 best: 530.2 mean: 599.5522388059702
gen: 71 best: 530.2 mean: 596.9935323383085
gen: 72 best: 530.2 mean: 597.3412935323383
gen: 73 best: 530.2 mean: 596.8656716417911
gen: 74 best: 530.2 mean: 597.8094527363185
gen: 75 best: 530.2 mean: 596.371144278607
gen: 76 best: 530.2 mean: 596.8751243781095
gen: 77 best: 530.2 mean: 596.4587064676617
gen: 78 best: 530.2 mean: 596.0830845771144
gen: 79 best: 530.2 mean: 596.5666666666667
gen: 80 best: 530.2 mean: 596.2084577114427
gen: 81 best: 530.2 mean: 595.9895522388059
gen: 82 best: 530.2 mean: 596.1253731343284
gen: 83 best: 530.2 mean: 594.8597014925373
gen: 84 best: 530.2 mean: 595.1124378109453
gen: 85 best: 530.2 mean: 593.9845771144279
gen: 86 best: 530.2 mean: 594.2870646766169
gen: 87 best: 530.2 mean: 594.5034825870647
gen: 88 best: 530.2 mean: 593.5208955223881
gen: 89 best: 530.2 mean: 592.8477611940299
gen: 90 best: 530.2 mean: 593.0950248756219
gen: 91 best: 530.2 mean: 593.2900497512438
gen: 92 best: 530.2 mean: 592.7577114427861
gen: 93 best: 530.2 mean: 591.8417910447761
gen: 94 best: 530.2 mean: 592.5194029850746
gen: 95 best: 530.2 mean: 593.4104477611941
gen: 96 best: 530.2 mean: 591.4243781094527
gen: 97 best: 530.2 mean: 593.8731343283582
gen: 98 best: 530.2 mean: 592.3671641791045
gen: 99 best: 530.2 mean: 590.8786069651742
[13, 10, 11, 11, 11, 11, 11, 14, 11, 12, 11, 11, 10, 11, 10, 13, 11, 13, 10, 12, 10, 11, 12, 12, 11, 11, 11, 11, 12, 10, 11, 11, 11, 11, 11, 12, 11, 11, 13, 11, 12, 13, 10, 14, 13, 11, 10, 11]
Test count of edges: 3151
cat
