Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
78; python ga.py 24 1024N_graph24.dat 0.025 0.01 0.5 0.9 0.1 201 1024N_graph24strictgen3rem50_ 514098
/project/6008788/js17sy/reopenga/1024b/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 615.100
gen >0, new best = 604.800
gen: 0 best: 604.8 mean: 632.3360696517412
gen: 1 best: 604.8 mean: 630.0179104477612
gen >2, new best = 602.000
gen >2, new best = 598.200
gen: 2 best: 598.2 mean: 627.6716417910447
gen >3, new best = 592.500
gen: 3 best: 592.5 mean: 626.8213930348259
gen: 4 best: 592.5 mean: 624.1522388059701
gen: 5 best: 592.5 mean: 624.8646766169154
gen: 6 best: 592.5 mean: 622.6930348258707
gen: 7 best: 592.5 mean: 621.1512437810945
gen >8, new best = 587.500
gen: 8 best: 587.5 mean: 621.2134328358209
gen: 9 best: 587.5 mean: 618.2562189054727
gen >10, new best = 551.600
gen: 10 best: 551.6 mean: 617.8313432835821
gen: 11 best: 551.6 mean: 617.0039800995025
gen: 12 best: 551.6 mean: 615.465671641791
gen: 13 best: 551.6 mean: 613.0726368159204
gen: 14 best: 551.6 mean: 612.5064676616915
gen: 15 best: 551.6 mean: 612.3502487562189
gen: 16 best: 551.6 mean: 611.0830845771144
gen: 17 best: 551.6 mean: 609.3477611940299
gen: 18 best: 551.6 mean: 609.652736318408
gen >19, new best = 536.900
gen: 19 best: 536.9 mean: 608.1174129353234
gen: 20 best: 536.9 mean: 606.820895522388
gen: 21 best: 536.9 mean: 605.6611940298508
gen: 22 best: 536.9 mean: 605.9641791044776
gen: 23 best: 536.9 mean: 604.0139303482587
gen: 24 best: 536.9 mean: 604.0233830845771
gen: 25 best: 536.9 mean: 602.3243781094527
gen: 26 best: 536.9 mean: 601.7621890547264
gen: 27 best: 536.9 mean: 600.8880597014926
gen: 28 best: 536.9 mean: 600.1985074626866
gen: 29 best: 536.9 mean: 599.2139303482587
gen: 30 best: 536.9 mean: 597.563184079602
gen: 31 best: 536.9 mean: 597.8452736318408
gen: 32 best: 536.9 mean: 597.1756218905473
gen: 33 best: 536.9 mean: 594.092039800995
gen: 34 best: 536.9 mean: 594.581592039801
gen: 35 best: 536.9 mean: 593.9437810945274
gen: 36 best: 536.9 mean: 593.9024875621891
gen: 37 best: 536.9 mean: 593.3
gen: 38 best: 536.9 mean: 591.3333333333334
gen: 39 best: 536.9 mean: 591.0965174129353
gen: 40 best: 536.9 mean: 592.0955223880597
gen: 41 best: 536.9 mean: 589.1174129353234
gen: 42 best: 536.9 mean: 588.2089552238806
gen: 43 best: 536.9 mean: 588.4119402985075
gen: 44 best: 536.9 mean: 586.3194029850746
gen: 45 best: 536.9 mean: 585.0457711442787
gen: 46 best: 536.9 mean: 587.0228855721393
gen: 47 best: 536.9 mean: 585.7363184079602
gen: 48 best: 536.9 mean: 583.1388059701493
gen: 49 best: 536.9 mean: 582.4616915422886
gen: 50 best: 536.9 mean: 583.9353233830846
gen: 51 best: 536.9 mean: 582.871144278607
gen: 52 best: 536.9 mean: 579.818407960199
gen: 53 best: 536.9 mean: 580.4741293532338
gen: 54 best: 536.9 mean: 580.8203980099503
gen >55, new best = 523.100
gen: 55 best: 523.1 mean: 579.7517412935323
gen: 56 best: 523.1 mean: 579.2194029850747
gen: 57 best: 523.1 mean: 578.110447761194
gen: 58 best: 523.1 mean: 577.5601990049752
gen: 59 best: 523.1 mean: 578.7825870646766
gen: 60 best: 523.1 mean: 577.6149253731344
gen: 61 best: 523.1 mean: 579.1343283582089
gen: 62 best: 523.1 mean: 577.7019900497512
gen: 63 best: 523.1 mean: 576.1860696517413
gen: 64 best: 523.1 mean: 575.9970149253732
gen >65, new best = 510.500
gen: 65 best: 510.5 mean: 575.9611940298507
gen: 66 best: 510.5 mean: 574.6477611940298
gen: 67 best: 510.5 mean: 575.8139303482587
gen: 68 best: 510.5 mean: 572.1995024875622
gen: 69 best: 510.5 mean: 571.3174129353234
gen: 70 best: 510.5 mean: 571.0915422885572
gen: 71 best: 510.5 mean: 570.9542288557213
gen >72, new best = 503.600
gen: 72 best: 503.6 mean: 570.7756218905473
gen: 73 best: 503.6 mean: 570.3029850746269
gen: 74 best: 503.6 mean: 569.6671641791045
gen: 75 best: 503.6 mean: 567.7597014925373
gen: 76 best: 503.6 mean: 569.5542288557214
gen: 77 best: 503.6 mean: 568.5870646766169
gen: 78 best: 503.6 mean: 568.2099502487562
gen: 79 best: 503.6 mean: 568.8736318407961
