Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
242; python ga.py 22 256N_graph22.dat 0.05 0.02 0.5 0.9 0.1 201 256N_graph22mediumgen3rem50_ 57122
/project/6008788/js17sy/reopenga/256c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 165.800
gen >0, new best = 159.200
gen >0, new best = 152.600
gen >0, new best = 150.400
gen >0, new best = 147.100
gen >0, new best = 146.900
gen >0, new best = 143.600
gen >0, new best = 142.000
gen: 0 best: 142.0 mean: 162.21268656716418
gen >1, new best = 127.200
gen: 1 best: 127.2 mean: 160.6766169154229
gen: 2 best: 127.2 mean: 159.99203980099503
gen: 3 best: 127.2 mean: 160.02139303482588
gen: 4 best: 127.2 mean: 159.54079601990048
gen: 5 best: 127.2 mean: 159.0218905472637
gen: 6 best: 127.2 mean: 158.14825870646766
gen: 7 best: 127.2 mean: 158.7731343283582
gen: 8 best: 127.2 mean: 158.2681592039801
gen: 9 best: 127.2 mean: 157.27412935323383
gen: 10 best: 127.2 mean: 157.34776119402986
gen: 11 best: 127.2 mean: 157.60497512437811
gen: 12 best: 127.2 mean: 155.89402985074628
gen: 13 best: 127.2 mean: 156.3681592039801
gen: 14 best: 127.2 mean: 156.09950248756218
gen >15, new best = 126.500
gen: 15 best: 126.5 mean: 155.05074626865672
gen: 16 best: 126.5 mean: 155.23383084577114
gen: 17 best: 126.5 mean: 154.93034825870646
gen: 18 best: 126.5 mean: 154.09303482587066
gen: 19 best: 126.5 mean: 154.24228855721393
gen: 20 best: 126.5 mean: 153.7353233830846
gen >21, new best = 125.600
gen: 21 best: 125.6 mean: 152.65124378109454
gen: 22 best: 125.6 mean: 153.0129353233831
gen: 23 best: 125.6 mean: 152.7950248756219
gen: 24 best: 125.6 mean: 152.7646766169154
gen: 25 best: 125.6 mean: 152.0358208955224
gen >26, new best = 124.700
gen: 26 best: 124.7 mean: 150.4955223880597
gen >27, new best = 120.100
gen: 27 best: 120.1 mean: 151.1766169154229
gen: 28 best: 120.1 mean: 150.64975124378108
gen: 29 best: 120.1 mean: 151.07462686567163
gen: 30 best: 120.1 mean: 150.37860696517413
gen: 31 best: 120.1 mean: 149.85671641791046
gen: 32 best: 120.1 mean: 149.56666666666666
gen: 33 best: 120.1 mean: 148.99203980099503
gen: 34 best: 120.1 mean: 148.67164179104478
gen >35, new best = 116.100
gen: 35 best: 116.1 mean: 147.52537313432836
gen: 36 best: 116.1 mean: 148.22388059701493
gen: 37 best: 116.1 mean: 146.12686567164178
gen: 38 best: 116.1 mean: 146.9542288557214
gen: 39 best: 116.1 mean: 146.17562189054726
gen: 40 best: 116.1 mean: 146.03830845771145
gen: 41 best: 116.1 mean: 145.16915422885572
gen: 42 best: 116.1 mean: 145.3049751243781
gen: 43 best: 116.1 mean: 144.4044776119403
gen: 44 best: 116.1 mean: 144.18805970149253
gen: 45 best: 116.1 mean: 144.43383084577115
gen: 46 best: 116.1 mean: 143.3179104477612
gen: 47 best: 116.1 mean: 143.6686567164179
gen: 48 best: 116.1 mean: 143.2810945273632
gen: 49 best: 116.1 mean: 143.02885572139303
gen: 50 best: 116.1 mean: 142.59701492537314
gen: 51 best: 116.1 mean: 143.1044776119403
gen: 52 best: 116.1 mean: 142.25174129353235
gen: 53 best: 116.1 mean: 141.8223880597015
gen: 54 best: 116.1 mean: 141.81442786069653
gen: 55 best: 116.1 mean: 142.62039800995024
gen: 56 best: 116.1 mean: 142.32935323383086
gen: 57 best: 116.1 mean: 142.09751243781093
gen: 58 best: 116.1 mean: 141.59800995024875
gen: 59 best: 116.1 mean: 141.4671641791045
gen: 60 best: 116.1 mean: 141.07611940298509
gen: 61 best: 116.1 mean: 141.0915422885572
gen: 62 best: 116.1 mean: 141.52388059701494
gen: 63 best: 116.1 mean: 141.59303482587066
gen: 64 best: 116.1 mean: 140.75223880597014
gen: 65 best: 116.1 mean: 140.29154228855722
gen: 66 best: 116.1 mean: 140.6960199004975
gen: 67 best: 116.1 mean: 141.01890547263682
gen: 68 best: 116.1 mean: 140.226368159204
