Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
604; python ga.py 22 256N_graph22.dat 0.1 0.04 0.5 0.9 0.1 201 256N_graph22leerygen3rem50_ 114244
/project/6008788/js17sy/reopenga/256c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 170.200
gen >0, new best = 168.800
gen >0, new best = 167.800
gen >0, new best = 154.400
gen >0, new best = 153.800
gen: 0 best: 153.8 mean: 175.81741293532338
gen: 1 best: 153.8 mean: 174.75671641791044
gen >2, new best = 150.600
gen: 2 best: 150.6 mean: 175.1860696517413
gen: 3 best: 150.6 mean: 175.5950248756219
gen: 4 best: 150.6 mean: 175.1457711442786
gen: 5 best: 150.6 mean: 174.62388059701493
gen: 6 best: 150.6 mean: 173.96616915422885
gen: 7 best: 150.6 mean: 173.98955223880597
gen: 8 best: 150.6 mean: 173.4084577114428
gen: 9 best: 150.6 mean: 172.5825870646766
gen: 10 best: 150.6 mean: 172.55074626865672
gen: 11 best: 150.6 mean: 171.37412935323383
gen >12, new best = 150.100
gen >12, new best = 149.000
gen: 12 best: 149.0 mean: 171.19203980099502
gen >13, new best = 147.800
gen >13, new best = 143.500
gen: 13 best: 143.5 mean: 170.2507462686567
gen: 14 best: 143.5 mean: 170.53084577114427
gen >15, new best = 140.000
gen: 15 best: 140.0 mean: 170.70099502487562
gen: 16 best: 140.0 mean: 170.4681592039801
gen: 17 best: 140.0 mean: 170.49850746268658
gen: 18 best: 140.0 mean: 170.2
gen >19, new best = 138.000
gen: 19 best: 138.0 mean: 169.24328358208956
gen: 20 best: 138.0 mean: 169.68855721393035
gen: 21 best: 138.0 mean: 169.04228855721394
gen: 22 best: 138.0 mean: 168.85024875621892
gen: 23 best: 138.0 mean: 169.32388059701492
gen: 24 best: 138.0 mean: 167.87014925373134
gen: 25 best: 138.0 mean: 167.6537313432836
gen: 26 best: 138.0 mean: 167.61144278606966
gen: 27 best: 138.0 mean: 167.2810945273632
gen: 28 best: 138.0 mean: 167.09800995024875
gen: 29 best: 138.0 mean: 167.4502487562189
gen: 30 best: 138.0 mean: 166.58955223880596
gen: 31 best: 138.0 mean: 166.78706467661692
gen: 32 best: 138.0 mean: 164.78407960199004
gen: 33 best: 138.0 mean: 165.06218905472636
gen: 34 best: 138.0 mean: 165.59303482587066
gen: 35 best: 138.0 mean: 165.6681592039801
gen: 36 best: 138.0 mean: 164.82537313432834
gen: 37 best: 138.0 mean: 164.6636815920398
gen: 38 best: 138.0 mean: 164.42039800995025
gen: 39 best: 138.0 mean: 164.80646766169153
gen >40, new best = 136.900
gen: 40 best: 136.9 mean: 164.45621890547264
gen: 41 best: 136.9 mean: 163.14228855721393
gen: 42 best: 136.9 mean: 163.65522388059702
gen: 43 best: 136.9 mean: 162.69253731343284
gen: 44 best: 136.9 mean: 162.67363184079602
gen: 45 best: 136.9 mean: 161.7502487562189
gen: 46 best: 136.9 mean: 161.76169154228856
gen >47, new best = 135.200
gen: 47 best: 135.2 mean: 161.21990049751244
gen: 48 best: 135.2 mean: 161.42039800995025
gen: 49 best: 135.2 mean: 161.9681592039801
gen: 50 best: 135.2 mean: 161.39850746268658
gen >51, new best = 134.900
gen: 51 best: 134.9 mean: 160.69303482587065
gen: 52 best: 134.9 mean: 160.84228855721392
gen: 53 best: 134.9 mean: 161.11990049751245
gen: 54 best: 134.9 mean: 160.45223880597015
gen: 55 best: 134.9 mean: 160.5955223880597
gen: 56 best: 134.9 mean: 159.96965174129355
gen >57, new best = 128.900
gen: 57 best: 128.9 mean: 160.36019900497513
gen: 58 best: 128.9 mean: 159.7308457711443
gen: 59 best: 128.9 mean: 160.68457711442787
gen: 60 best: 128.9 mean: 159.99502487562188
gen: 61 best: 128.9 mean: 158.30149253731344
gen: 62 best: 128.9 mean: 160.5174129353234
gen: 63 best: 128.9 mean: 159.6686567164179
gen: 64 best: 128.9 mean: 160.11243781094527
gen: 65 best: 128.9 mean: 159.79900497512438
gen: 66 best: 128.9 mean: 159.7810945273632
gen: 67 best: 128.9 mean: 159.4039800995025
gen: 68 best: 128.9 mean: 159.18955223880596
