Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
542; python ga.py 22 256N_graph22.dat 0.1 0.04 0.5 0.5 0.5 201 256N_graph22leerygen1rem50_ 57122
/project/6008788/js17sy/reopenga/256c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 186.400
gen >0, new best = 170.600
gen >0, new best = 164.300
gen >0, new best = 155.700
gen >0, new best = 150.400
gen >0, new best = 146.400
gen: 0 best: 146.4 mean: 175.54825870646766
gen: 1 best: 146.4 mean: 174.79154228855722
gen: 2 best: 146.4 mean: 175.31890547263683
gen: 3 best: 146.4 mean: 174.41542288557213
gen >4, new best = 138.100
gen: 4 best: 138.1 mean: 174.4179104477612
gen: 5 best: 138.1 mean: 174.04726368159203
gen: 6 best: 138.1 mean: 173.54776119402985
gen: 7 best: 138.1 mean: 173.01592039800994
gen: 8 best: 138.1 mean: 173.0726368159204
gen: 9 best: 138.1 mean: 173.2810945273632
gen: 10 best: 138.1 mean: 172.4825870646766
gen: 11 best: 138.1 mean: 172.64427860696517
gen: 12 best: 138.1 mean: 173.17611940298508
gen: 13 best: 138.1 mean: 172.5134328358209
gen: 14 best: 138.1 mean: 172.463184079602
gen: 15 best: 138.1 mean: 171.82587064676616
gen: 16 best: 138.1 mean: 172.0955223880597
gen >17, new best = 137.800
gen: 17 best: 137.8 mean: 170.4457711442786
gen: 18 best: 137.8 mean: 170.29850746268656
gen: 19 best: 137.8 mean: 170.23134328358208
gen: 20 best: 137.8 mean: 169.8039800995025
gen: 21 best: 137.8 mean: 169.70646766169153
gen: 22 best: 137.8 mean: 169.3323383084577
gen: 23 best: 137.8 mean: 169.54776119402985
gen: 24 best: 137.8 mean: 169.19353233830847
gen: 25 best: 137.8 mean: 168.59850746268657
gen: 26 best: 137.8 mean: 169.21940298507462
gen: 27 best: 137.8 mean: 168.92636815920397
gen: 28 best: 137.8 mean: 168.35273631840795
gen: 29 best: 137.8 mean: 169.01492537313433
gen: 30 best: 137.8 mean: 168.93781094527364
gen: 31 best: 137.8 mean: 168.22437810945274
gen: 32 best: 137.8 mean: 167.73980099502486
gen: 33 best: 137.8 mean: 168.2189054726368
gen: 34 best: 137.8 mean: 167.5676616915423
gen: 35 best: 137.8 mean: 167.4323383084577
gen: 36 best: 137.8 mean: 167.2223880597015
gen: 37 best: 137.8 mean: 166.97014925373134
gen: 38 best: 137.8 mean: 167.23731343283583
gen: 39 best: 137.8 mean: 167.6686567164179
gen: 40 best: 137.8 mean: 167.37960199004976
gen: 41 best: 137.8 mean: 166.3681592039801
gen: 42 best: 137.8 mean: 166.84328358208955
gen >43, new best = 131.200
gen: 43 best: 131.2 mean: 166.84378109452737
gen: 44 best: 131.2 mean: 167.20199004975123
gen: 45 best: 131.2 mean: 166.64726368159205
gen: 46 best: 131.2 mean: 165.50348258706467
gen: 47 best: 131.2 mean: 166.12089552238805
gen: 48 best: 131.2 mean: 165.88855721393034
gen: 49 best: 131.2 mean: 165.91990049751243
gen: 50 best: 131.2 mean: 165.58905472636815
gen: 51 best: 131.2 mean: 165.5915422885572
gen: 52 best: 131.2 mean: 165.20547263681593
gen: 53 best: 131.2 mean: 165.7676616915423
gen: 54 best: 131.2 mean: 164.69203980099502
gen: 55 best: 131.2 mean: 165.2089552238806
gen: 56 best: 131.2 mean: 164.52238805970148
gen: 57 best: 131.2 mean: 164.62039800995024
gen: 58 best: 131.2 mean: 164.8855721393035
gen: 59 best: 131.2 mean: 164.47910447761194
gen: 60 best: 131.2 mean: 164.4
gen: 61 best: 131.2 mean: 164.69701492537314
gen: 62 best: 131.2 mean: 164.71243781094526
gen: 63 best: 131.2 mean: 164.44228855721394
gen: 64 best: 131.2 mean: 164.87512437810946
gen: 65 best: 131.2 mean: 164.45273631840797
gen: 66 best: 131.2 mean: 163.918407960199
gen: 67 best: 131.2 mean: 164.2044776119403
gen: 68 best: 131.2 mean: 163.68955223880596
gen: 69 best: 131.2 mean: 164.02139303482588
gen: 70 best: 131.2 mean: 163.71840796019902
gen: 71 best: 131.2 mean: 163.5283582089552
gen: 72 best: 131.2 mean: 164.49502487562188
gen: 73 best: 131.2 mean: 163.6910447761194
gen: 74 best: 131.2 mean: 163.23532338308456
gen: 75 best: 131.2 mean: 163.38009950248755
gen: 76 best: 131.2 mean: 163.70597014925374
gen: 77 best: 131.2 mean: 163.71990049751244
