Defaulting to user installation because normal site-packages is not writeable
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Requirement already satisfied: graphviz in /home/js17sy/.local/lib/python3.10/site-packages (0.20)
348; python ga.py 22 256N_graph22.dat 0.05 0.02 0.7 0.9 0.1 201 256N_graph22mediumgen3rem70_ 514098
/project/6008788/js17sy/reopenga/256c/ga.py:291: DeprecationWarning: Sampling from a set deprecated
since Python 3.9 and will be removed in a subsequent version.
  child1 = set(random.sample(
gen >0, new best = 153.700
gen >0, new best = 147.100
gen >0, new best = 133.500
gen >0, new best = 122.800
gen >0, new best = 114.800
gen >0, new best = 103.100
gen: 0 best: 103.1 mean: 141.29378109452736
gen: 1 best: 103.1 mean: 139.61293532338308
gen >2, new best = 98.400
gen: 2 best: 98.4 mean: 137.9915422885572
gen: 3 best: 98.4 mean: 138.67860696517414
gen: 4 best: 98.4 mean: 137.2353233830846
gen: 5 best: 98.4 mean: 136.59203980099502
gen: 6 best: 98.4 mean: 135.40597014925373
gen: 7 best: 98.4 mean: 135.2407960199005
gen >8, new best = 95.800
gen: 8 best: 95.8 mean: 135.43532338308458
gen: 9 best: 95.8 mean: 134.8726368159204
gen >10, new best = 91.700
gen: 10 best: 91.7 mean: 133.80348258706468
gen: 11 best: 91.7 mean: 134.39850746268658
gen: 12 best: 91.7 mean: 133.78407960199004
gen: 13 best: 91.7 mean: 134.51194029850745
gen: 14 best: 91.7 mean: 133.54079601990048
gen: 15 best: 91.7 mean: 132.39850746268658
gen: 16 best: 91.7 mean: 131.9278606965174
gen: 17 best: 91.7 mean: 132.33731343283583
gen: 18 best: 91.7 mean: 131.79402985074626
gen: 19 best: 91.7 mean: 131.56716417910448
gen: 20 best: 91.7 mean: 129.96915422885573
gen: 21 best: 91.7 mean: 129.87960199004976
gen: 22 best: 91.7 mean: 129.98109452736318
gen: 23 best: 91.7 mean: 130.51194029850745
gen: 24 best: 91.7 mean: 129.46915422885573
gen: 25 best: 91.7 mean: 129.0905472636816
gen: 26 best: 91.7 mean: 129.32089552238807
gen: 27 best: 91.7 mean: 129.1363184079602
gen: 28 best: 91.7 mean: 128.85373134328358
gen: 29 best: 91.7 mean: 129.8278606965174
gen: 30 best: 91.7 mean: 128.67810945273632
gen >31, new best = 89.400
gen: 31 best: 89.4 mean: 128.536815920398
gen: 32 best: 89.4 mean: 128.48208955223882
gen: 33 best: 89.4 mean: 126.64626865671642
gen: 34 best: 89.4 mean: 127.04975124378109
gen: 35 best: 89.4 mean: 126.00597014925373
gen: 36 best: 89.4 mean: 125.96865671641791
gen: 37 best: 89.4 mean: 126.45870646766168
gen: 38 best: 89.4 mean: 125.42587064676617
gen: 39 best: 89.4 mean: 125.92636815920397
gen: 40 best: 89.4 mean: 125.66517412935323
gen: 41 best: 89.4 mean: 125.42437810945273
gen: 42 best: 89.4 mean: 125.8865671641791
gen: 43 best: 89.4 mean: 124.88308457711443
gen: 44 best: 89.4 mean: 125.67910447761194
gen: 45 best: 89.4 mean: 124.1776119402985
gen: 46 best: 89.4 mean: 124.10845771144278
gen: 47 best: 89.4 mean: 124.00845771144279
gen: 48 best: 89.4 mean: 124.84278606965174
gen: 49 best: 89.4 mean: 125.2820895522388
gen: 50 best: 89.4 mean: 124.43830845771144
gen: 51 best: 89.4 mean: 123.7636815920398
gen: 52 best: 89.4 mean: 124.02388059701492
gen: 53 best: 89.4 mean: 123.05174129353234
gen: 54 best: 89.4 mean: 122.57313432835821
gen: 55 best: 89.4 mean: 123.26467661691542
gen: 56 best: 89.4 mean: 124.38159203980099
gen: 57 best: 89.4 mean: 124.02139303482588
gen: 58 best: 89.4 mean: 123.51691542288557
gen: 59 best: 89.4 mean: 122.93930348258706
gen: 60 best: 89.4 mean: 122.6910447761194
gen: 61 best: 89.4 mean: 122.41542288557214
gen: 62 best: 89.4 mean: 122.5044776119403
gen: 63 best: 89.4 mean: 121.51641791044776
gen: 64 best: 89.4 mean: 122.74328358208955
gen >65, new best = 80.700
